date,this_week,artist,song,last_week,peak_position,weeks_on_chart
1995-01-07,1,Selena,No Me Queda Mas,1,1,9
1995-01-07,2,La Mafia,Me Duele Estar Solo,2,2,9
1995-01-07,3,Luis Miguel,La Media Vuelta,3,1,9
1995-01-07,4,Fito Olivares y Su Grupo,El Colesterol,5,4,4
1995-01-07,5,Liberacion,Vuelve Mi Amor,4,4,4
1995-01-07,6,Los Mier,Te Amo,7,6,7
1995-01-07,7,Lucero,Siempre Contigo,8,7,7
1995-01-07,8,Cristian,Con Tu Amor,6,6,5
1995-01-07,9,Pedro Fernandez,Mi Forma De Sentir,9,6,7
1995-01-07,10,Fama,Quiero Volverte A Ver,10,10,8
1995-01-07,11,Los Rehenes,Ni El Primero Ni El Ultimo,11,1,9
1995-01-07,12,Ezequiel Pena,Ven Y Ven,13,12,5
1995-01-07,13,Los Bukis,Navidad Sin Ti,18,13,3
1995-01-07,14,Industria del Amor,No Te Imaginas,16,14,4
1995-01-07,15,Los Temerarios,Que Poca Suerte,23,15,5
1995-01-07,16,India,Ese Hombre,15,15,3
1995-01-07,17,Sparx,"Te Amo, Te Amo, Te Amo",12,3,9
1995-01-07,18,Vicente Fernandez,"No, No Y No",14,8,8
1995-01-07,19,Luis Enrique,Asi Es La Vida,17,10,9
1995-01-07,20,Banda Arkangel R-15,La Que Me Hace Llorar,22,20,4
1995-01-07,21,Banda Machos,Las Habas,38,21,3
1995-01-07,22,Banda Blanca,Swing Latino,30,22,8
1995-01-07,23,La Diferenzia,Linda Chaparrita,20,17,6
1995-01-07,24,Grupo Mojado,Para Que,19,12,9
1995-01-07,25,Jorge Luis Cabrera,Musica Romantica,25,25,5
1995-01-07,26,Los Tigres del Norte,Navidad De Los Pobres,,26,1
1995-01-07,27,Los Fantasmas del Caribe,Mi Pequeno Amor,26,24,6
1995-01-07,28,Fandango USA,Te Amare Un Millon De Veces,32,14,8
1995-01-07,29,Ezequiel Pena,Prefiero Partir,24,24,3
1995-01-07,30,Los Invasores de Nuevo Leon,Pensando En Ti,,29,2
1995-01-07,31,Charlie Masso,Te Me Vas,28,28,4
1995-01-07,32,Olga Tanon,Es Mentiroso,39,23,5
1995-01-07,33,Juan Gabriel,Lentamente,21,8,11
1995-01-07,34,Mandingo,Seguire Tu Huella,27,27,3
1995-01-07,35,Stephanie Lynn & High Energy,Ojos Para Ti,35,32,5
1995-01-07,36,Tiranos del Norte,Tragos Amargos,37,7,9
1995-01-07,37,Los Tigres del Norte,Entre El Amor Y Yo,,29,2
1995-01-07,38,Banda Z,La Nina Fresa,33,5,22
1995-01-07,39,Los Reyes Locos,El Lloron,34,21,7
1995-01-07,40,Gilberto Santa Rosa,Te Propongo,,36,2
1995-01-14,1,Selena,No Me Queda Mas,1,1,10
1995-01-14,2,Luis Miguel,La Media Vuelta,3,1,10
1995-01-14,3,La Mafia,Me Duele Estar Solo,2,2,10
1995-01-14,4,Fito Olivares y Su Grupo,El Colesterol,4,4,5
1995-01-14,5,Liberacion,Vuelve Mi Amor,5,4,5
1995-01-14,6,Lucero,Siempre Contigo,7,6,8
1995-01-14,7,Pedro Fernandez,Mi Forma De Sentir,9,6,8
1995-01-14,8,Los Mier,Te Amo,6,6,8
1995-01-14,9,Cristian,Con Tu Amor,8,6,6
