date,this_week,artist,song,last_week,peak_position,weeks_on_chart
1986-09-06,1,Rocio Durcal,La guirnalda,,1,1
1986-09-13,1,Juan Gabriel,Yo no se que me paso,,1,1
1986-09-20,1,Juan Gabriel,Yo no se que me paso,1,1,2
1986-09-20,2,Rocio Durcal,La guirnalda,,1,2
1986-09-20,3,Emmanuel,Toda la vida,,3,1
1986-09-20,4,Franco,Toda la vida,,4,1
1986-09-20,5,Beatriz Adriana,Hasta cuando,,5,1
1986-09-20,6,Pandora,Solo el y yo,,6,1
1986-09-20,7,Roberto Carlos,De corazon a corazon,,7,1
1986-09-20,8,Nicola de Bari,Rosa,,8,1
1986-09-20,9,Caridad Canelon,Atrevete,,9,1
1986-09-20,10,Jose Jose,Pruebame,,10,1
1986-09-20,11,Rocio Jurado,Vibro,,11,1
1986-09-20,12,Flans,No controles,,12,1
1986-09-20,13,El Gran Combo de Puerto Rico,Por ella,,13,1
1986-09-20,14,Camilo Sesto,Me la estas poniendo dificil,,14,1
1986-09-20,15,Lissette,Vivo,,15,1
1986-09-20,16,Roberto Torres,El viejo,,16,1
1986-09-20,17,Jorge Muniz,La otra parte de ti,,17,1
1986-09-20,18,Jorge Rigo,No renunciare,,18,1
1986-09-20,19,Los Yonic's,Corazon vacio,,19,1
1986-09-20,20,Lisa Lopez,Noche tropical,,20,1
1986-09-20,21,Menudo,Besame,,21,1
1986-09-20,22,Luis Angel,Tu me quemas,,22,1
1986-09-20,23,Bonny Cepeda,Asesina,,23,1
1986-09-20,24,Erica Buenfil,El engano,,24,1
1986-09-20,26,Lissette,Eva,,26,1
1986-09-20,27,Ramon Ayala,Debajo de aquel arbol,,27,1
1986-09-20,28,Joan Sebastian & Prisma,Oiga,,28,1
1986-09-20,29,Napoleon,Nunca cambies,,29,1
1986-09-20,30,Sandy Reyes,Enamorar,,30,1
1986-09-20,31,La Mafia,Si tu supieras,,31,1
1986-09-20,32,The New York Band,Cole,,32,1
1986-09-20,35,Roberto Carlos,Simbolo sexual,,35,1
1986-09-20,36,Nelson Ned,Fiera,,36,1
1986-09-20,37,Tam y Tex,La suavecita,,37,1
1986-09-20,38,Yuri,Dame un beso,,38,1
1986-09-20,39,Eddie Santiago,Tu me quemas,,39,1
1986-09-20,40,Flans,Me gusta ser sonrisa,,40,1
1986-09-20,41,Marisela,Mi problema,,41,1
1986-09-20,42,Roberto Carlos,Contradicciones,,42,1
1986-09-20,45,Mario Pintor,Adios que te vaya bien,,45,1
1986-09-20,46,Liberacion,El muneco,,46,1
1986-09-20,47,Rocio Durcal,Quedate conmigo esta noche,,47,1
1986-09-20,48,Alvaro Torres,Tres,,48,1
1986-09-20,49,Chayanne,Vuelve,,49,1
1986-09-27,1,Juan Gabriel,Yo no se que me paso,1,1,3
1986-09-27,2,Emmanuel,Toda la vida,3,2,2
1986-09-27,3,Rocio Durcal,La guirnalda,2,1,3
1986-09-27,4,Franco,Toda la vida,4,4,2
1986-09-27,5,Pandora,Solo el y yo,6,5,2
1986-09-27,6,Beatriz Adriana,Hasta cuando,5,5,2
1986-09-27,7,Lissette,Eva,26,7,2
1986-09-27,8,Rocio Jurado,Vibro,11,8,2
1986-09-27,9,Flans,No controles,12,9,2
1986-09-27,10,Bonny Cepeda,Asesina,23,10,2
1986-09-27,11,Eddie Santiago,Tu me quemas,39,11,2
1986-09-27,12,Camilo Sesto,Me la estas poniendo dificil,14,12,2
1986-09-27,13,Luis Angel,Tu me quemas,22,13,2
1986-09-27,14,Caridad Canelon,Atrevete,9,9,2
1986-09-27,15,Roberto Carlos,De corazon a corazon,7,7,2
1986-09-27,16,Jose Jose,Pruebame,10,10,2
1986-09-27,17,Nicola de Bari,Rosa,8,8,2
1986-09-27,18,Jorge Rigo,No renunciare,18,18,2
1986-09-27,19,Joan Sebastian & Prisma,Oiga,28,19,2
1986-09-27,20,El Gran Combo de Puerto Rico,Por ella,13,13,2
1986-09-27,21,Menudo,Besame,21,21,2
1986-09-27,22,Los Yonic's,Corazon vacio,19,19,2
1986-09-27,23,Bobby Valentin,Part time lover,,23,1
1986-09-27,24,Jose Feliciano,Se me sigue olvidando,,24,1
1986-09-27,25,El Gran Combo de Puerto Rico,Garantia,,25,1
1986-09-27,26,The New York Band,Cole,32,26,2
1986-09-27,27,Jose Luis Perales,La primera vez,,27,1
1986-09-27,28,Yuri,Dame un beso,38,28,2
1986-09-27,29,Lissette,Vivo,15,15,2
1986-09-27,30,Roberto Carlos,Contradicciones,42,30,2
1986-09-27,31,Roberto Torres,El viejo,16,16,2
1986-09-27,32,Gilberto Santa Rosa,Sin un amor,,32,1
1986-09-27,33,Willie Colon,Lo que es de Juan,,33,1
1986-09-27,34,Las Diego,Quemare,,34,1
1986-09-27,35,Lisa Lopez,Noche tropical,20,20,2
1986-09-27,36,Fresas,Como no quererte a ti,,36,1
1986-09-27,37,Erica Buenfil,El engano,24,24,2
1986-09-27,38,Jorge Muniz,La otra parte de ti,17,17,2
1986-09-27,39,Rocio Durcal,Quedate conmigo esta noche,47,39,2
1986-09-27,40,Sandy Reyes,Enamorar,30,30,2
1986-09-27,41,Liberacion,El muneco,46,41,2
1986-09-27,42,Roberto Carlos,Simbolo sexual,35,35,2
1986-09-27,43,Tommy Olivencia,Diselo a el,,43,1
1986-09-27,44,Diego Verdaguer,Estoy celoso,,44,1
1986-09-27,45,Rocio Jurado,Paloma Brava,,45,1
1986-09-27,46,Conjunto Quisqueya,Ay que bueno es,,46,1
1986-09-27,47,Alvaro Torres,Tres,48,47,2
1986-09-27,48,Flans,Me gusta ser sonrisa,40,40,2
1986-09-27,49,Nelson Ned,Fiera,36,36,2
1986-09-27,50,Marisela,Mi problema,41,41,2
1986-10-04,1,Juan Gabriel,Yo no se que me paso,1,1,4
1986-10-04,2,Emmanuel,Toda la vida,2,2,3
1986-10-04,3,Rocio Durcal,La guirnalda,3,1,4
1986-10-04,4,Franco,Toda la vida,4,4,3
1986-10-04,5,Pandora,Solo el y yo,5,5,3
1986-10-04,6,Beatriz Adriana,Hasta cuando,6,5,3
1986-10-04,7,Lissette,Eva,7,7,3
1986-10-04,8,Rocio Jurado,Vibro,8,8,3
1986-10-04,9,Flans,No controles,9,9,3
1986-10-04,10,Bonny Cepeda,Asesina,10,10,3
1986-10-04,11,Eddie Santiago,Tu me quemas,11,11,3
1986-10-04,12,Camilo Sesto,Me la estas poniendo dificil,12,12,3
1986-10-04,13,Luis Angel,Tu me quemas,13,13,3
1986-10-04,14,Caridad Canelon,Atrevete,14,9,3
1986-10-04,15,Roberto Carlos,De corazon a corazon,15,7,3
1986-10-04,16,Jose Jose,Pruebame,16,10,3
1986-10-04,17,Nicola de Bari,Rosa,17,8,3
1986-10-04,18,Jorge Rigo,No renunciare,18,18,3
1986-10-04,19,Joan Sebastian & Prisma,Oiga,19,19,3
1986-10-04,20,El Gran Combo de Puerto Rico,Por ella,20,13,3
1986-10-04,21,Menudo,Besame,21,21,3
1986-10-04,22,Los Yonic's,Corazon vacio,22,19,3
1986-10-04,23,Bobby Valentin,Part time lover,23,23,2
1986-10-04,24,Jose Feliciano,Se me sigue olvidando,24,24,2
1986-10-04,25,El Gran Combo de Puerto Rico,Garantia,25,25,2
1986-10-04,26,The New York Band,Cole,26,26,3
1986-10-04,27,Jose Luis Perales,La primera vez,27,27,2
1986-10-04,28,Yuri,Dame un beso,28,28,3
1986-10-04,29,Lissette,Vivo,29,15,3
1986-10-04,30,Roberto Carlos,Contradicciones,30,30,3
1986-10-04,31,Roberto Torres,El viejo,31,16,3
1986-10-04,32,Gilberto Santa Rosa,Sin un amor,32,32,2
1986-10-04,33,Willie Colon,Lo que es de Juan,33,33,2
1986-10-04,34,Las Diego,Quemare,34,34,2
1986-10-04,35,Lisa Lopez,Noche tropical,35,20,3
1986-10-04,36,Fresas,Como no quererte a ti,36,36,2
1986-10-04,37,Erica Buenfil,El engano,37,24,3
1986-10-04,38,Jorge Muniz,La otra parte de ti,38,17,3
1986-10-04,39,Rocio Durcal,Quedate conmigo esta noche,39,39,3
1986-10-04,40,Sandy Reyes,Enamorar,40,30,3
1986-10-04,41,Liberacion,El muneco,41,41,3
1986-10-04,42,Roberto Carlos,Simbolo sexual,42,35,3
1986-10-04,43,Tommy Olivencia,Diselo a el,43,43,2
1986-10-04,44,Diego Verdaguer,Estoy celoso,44,44,2
1986-10-04,45,Rocio Jurado,Paloma Brava,45,45,2
1986-10-04,46,Conjunto Quisqueya,Ay que bueno es,46,46,2
1986-10-04,47,Alvaro Torres,Tres,47,47,3
1986-10-04,48,Flans,Me gusta ser sonrisa,48,40,3
1986-10-04,49,Nelson Ned,Fiera,49,36,3
1986-10-04,50,Marisela,Mi problema,50,41,3
1986-10-11,1,Franco,Toda la vida,4,1,4
1986-10-11,2,Juan Gabriel,Yo no se que me paso,1,1,5
1986-10-11,3,Emmanuel,Toda la vida,2,2,4
1986-10-11,4,Rocio Durcal,La guirnalda,3,1,5
1986-10-11,5,Beatriz Adriana,Hasta cuando,6,5,4
1986-10-11,6,Los Yonic's,Corazon vacio,22,6,4
1986-10-11,7,Pandora,Solo el y yo,5,5,4
1986-10-11,8,Joan Sebastian & Prisma,Oiga,19,8,4
1986-10-11,9,Camilo Sesto,Me la estas poniendo dificil,12,9,4
1986-10-11,10,Eddie Santiago,Tu me quemas,11,10,4
1986-10-11,11,Lissette,Eva,7,7,4
1986-10-11,12,El Gran Combo de Puerto Rico,Por ella,20,12,4
1986-10-11,13,Flans,No controles,9,9,4
1986-10-11,14,Luis Angel,Tu me quemas,13,13,4
1986-10-11,15,Nicola de Bari,Rosa,17,8,4
1986-10-11,16,Jose Feliciano,Se me sigue olvidando,24,16,3
1986-10-11,17,The New York Band,Cole,26,17,4
1986-10-11,18,Rocio Jurado,Vibro,8,8,4
1986-10-11,19,Jorge Rigo,No renunciare,18,18,4
1986-10-11,20,Caridad Canelon,Atrevete,14,9,4
1986-10-11,21,Roberto Carlos,De corazon a corazon,15,7,4
1986-10-11,22,Bonny Cepeda,Asesina,10,10,4
1986-10-11,23,Jose Jose,Pruebame,16,10,4
1986-10-11,24,Gilberto Santa Rosa,Sin un amor,32,24,3
1986-10-11,25,Menudo,Besame,21,21,4
1986-10-11,26,Bobby Valentin,Part time lover,23,23,3
1986-10-11,27,Sophy,Sola,,27,1
1986-10-11,28,Jose Luis Perales,La primera vez,27,27,3
1986-10-11,29,Chayanne,Vuelve,,29,2
1986-10-11,30,Diego Verdaguer,Estoy celoso,44,30,3
1986-10-11,31,El Gran Combo de Puerto Rico,Garantia,25,25,3
1986-10-11,32,Liberacion,El muneco,41,32,4
1986-10-11,33,Fresas,Como no quererte a ti,36,33,3
1986-10-11,34,Las Diego,Quemare,34,34,3
1986-10-11,35,Conjunto Quisqueya,Ay que bueno es,46,35,3
1986-10-11,36,Jorge Muniz,La otra parte de ti,38,17,4
1986-10-11,37,Rocio Durcal,Quedate conmigo esta noche,39,37,4
1986-10-11,38,Andy Montanez,Dulce veneno,,38,1
1986-10-11,39,Lissette,Vivo,29,15,4
1986-10-11,40,Lisa Lopez,Noche tropical,35,20,4
1986-10-11,41,Roberto Torres,El viejo,31,16,4
1986-10-11,42,Carmin,Otra semana,,42,1
1986-10-11,43,Willie Colon,Lo que es de Juan,33,33,3
1986-10-11,44,Ramon Ayala,Debajo de aquel arbol,,27,2
1986-10-11,45,Roberto Carlos,Contradicciones,30,30,4
1986-10-11,46,La Mafia,Si tu supieras,,31,2
1986-10-11,47,Sandy Reyes,Enamorar,40,30,4
1986-10-11,48,Miami Sound Machine,No me vuelvo a enamorar,,48,1
1986-10-11,49,Alvaro Torres,Tres,47,47,4
1986-10-11,50,La Patrulla 15,Dame un beso,,50,1
1986-10-18,1,Emmanuel,Toda la vida,3,1,5
1986-10-18,2,Franco,Toda la vida,1,1,5
1986-10-18,3,Juan Gabriel,Yo no se que me paso,2,1,6
1986-10-18,4,Rocio Durcal,La guirnalda,4,1,6
1986-10-18,5,Pandora,Solo el y yo,7,5,5
1986-10-18,6,Los Yonic's,Corazon vacio,6,6,5
1986-10-18,7,Beatriz Adriana,Hasta cuando,5,5,5
1986-10-18,8,Joan Sebastian & Prisma,Oiga,8,8,5
1986-10-18,9,Jose Feliciano,Se me sigue olvidando,16,9,4
1986-10-18,10,Lissette,Eva,11,7,5
1986-10-18,11,Camilo Sesto,Me la estas poniendo dificil,9,9,5
1986-10-18,12,Nicola de Bari,Rosa,15,8,5
1986-10-18,13,El Gran Combo de Puerto Rico,Garantia,31,13,4
1986-10-18,14,Eddie Santiago,Tu me quemas,10,10,5
1986-10-18,15,Jorge Rigo,No renunciare,19,15,5
1986-10-18,16,Fresas,Como no quererte a ti,33,16,4
1986-10-18,17,Caridad Canelon,Atrevete,20,9,5
1986-10-18,18,Flans,No controles,13,9,5
1986-10-18,19,Jose Jose,y quien puede ser,,19,1
1986-10-18,20,Rocio Jurado,Vibro,18,8,5
1986-10-18,21,Jose Jose,Pruebame,23,10,5
1986-10-18,22,Roberto Carlos,De corazon a corazon,21,7,5
1986-10-18,23,Bonny Cepeda,Asesina,22,10,5
1986-10-18,24,Gilberto Santa Rosa,Sin un amor,24,24,4
1986-10-18,25,Chayanne,Vuelve,29,25,3
1986-10-18,26,Prisma,De color de rosa,,26,1
1986-10-18,27,Menudo,Besame,25,21,5
1986-10-18,28,Diego Verdaguer,Estoy celoso,30,28,4
1986-10-18,29,Carmin,Otra semana,42,29,2
1986-10-18,30,Miami Sound Machine,No me vuelvo a enamorar,48,30,2
1986-10-18,31,Sophy,Sola,27,27,2
1986-10-18,32,El Gran Combo de Puerto Rico,Por ella,12,12,5
1986-10-18,33,Yuri,Dame un beso,,28,4
1986-10-18,34,Lunna,Ni princesa ni esclava,,34,1
1986-10-18,35,Las Diego,Quemare,34,34,4
1986-10-18,36,Jose Luis Perales,La primera vez,28,27,4
1986-10-18,37,Luis Angel,Tu me quemas,14,13,5
1986-10-18,38,Johnny Ventura,El lunar,,38,1
1986-10-18,39,Flans,Me gusta ser sonrisa,,39,4
1986-10-18,40,Lisa Lopez,Noche tropical,40,20,5
1986-10-18,41,The New York Band,Cole,17,17,5
1986-10-18,42,Grupo El Tiempo,Tu ex-amor,,42,1
1986-10-18,43,Rocio Durcal,Quedate conmigo esta noche,37,37,5
1986-10-18,44,Roberto Carlos,Contradicciones,45,30,5
1986-10-18,45,Jorge Muniz,La otra parte de ti,36,17,5
1986-10-18,46,Lupita D'Alessio,Devuelveme el corazon,,46,1
1986-10-18,47,Bobby Valentin,Part time lover,26,23,4
1986-10-18,48,Sandy Reyes,Enamorar,47,30,5
1986-10-18,49,Roberto Torres,El viejo,41,16,5
1986-10-18,50,Napoleon,Nunca cambies,,29,2
1986-10-25,1,Franco,Toda la vida,2,1,6
1986-10-25,2,Emmanuel,Toda la vida,1,1,6
1986-10-25,3,Juan Gabriel,Yo no se que me paso,3,1,7
1986-10-25,4,Rocio Durcal,La guirnalda,4,1,7
1986-10-25,5,Pandora,Solo el y yo,5,5,6
1986-10-25,6,Beatriz Adriana,Hasta cuando,7,5,6
1986-10-25,7,Los Yonic's,Corazon vacio,6,6,6
1986-10-25,8,Jose Feliciano,Se me sigue olvidando,9,8,5
1986-10-25,9,Lissette,Eva,10,7,6
1986-10-25,10,Joan Sebastian & Prisma,Oiga,8,8,6
1986-10-25,11,Camilo Sesto,Me la estas poniendo dificil,11,9,6
1986-10-25,12,Nicola de Bari,Rosa,12,8,6
1986-10-25,13,Jose Jose,y quien puede ser,19,13,2
1986-10-25,14,Eddie Santiago,Tu me quemas,14,10,6
1986-10-25,15,Jorge Rigo,No renunciare,15,15,6
1986-10-25,16,Fresas,Como no quererte a ti,16,16,5
1986-10-25,17,Prisma,De color de rosa,26,17,2
1986-10-25,18,Miami Sound Machine,No me vuelvo a enamorar,30,18,3
1986-10-25,19,El Gran Combo de Puerto Rico,Garantia,13,13,5
1986-10-25,20,Flans,No controles,18,9,6
1986-10-25,21,Caridad Canelon,Atrevete,17,9,6
1986-10-25,22,Roberto Carlos,De corazon a corazon,22,7,6
1986-10-25,23,Bonny Cepeda,Asesina,23,10,6
1986-10-25,24,Rocio Jurado,Vibro,20,8,6
1986-10-25,25,Diego Verdaguer,Estoy celoso,28,25,5
1986-10-25,26,El Gran Combo de Puerto Rico,Por ella,32,12,6
1986-10-25,27,Carmin,Otra semana,29,27,3
1986-10-25,28,Jose Luis Perales,La primera vez,36,27,5
1986-10-25,29,Luis Angel,Tu me quemas,37,13,6
1986-10-25,30,Sophy,Sola,31,27,3
1986-10-25,31,Gilberto Santa Rosa,Sin un amor,24,24,5
1986-10-25,32,Rocio Durcal,Quedate conmigo esta noche,43,32,6
1986-10-25,33,Yuri,Dame un beso,33,28,5
1986-10-25,34,Jose Jose,Pruebame,21,10,6
1986-10-25,35,Las Diego,Quemare,35,34,5
1986-10-25,36,Johnny Ventura,El lunar,38,36,2
1986-10-25,37,Menudo,Besame,27,21,6
1986-10-25,38,Bobby Valentin,Part time lover,47,23,5
1986-10-25,39,Daniela Romo,De mi enamorate,,39,1
1986-10-25,40,Chayanne,Vuelve,25,25,4
1986-10-25,41,Napoleon,Nunca cambies,50,29,3
1986-10-25,42,Grupo El Tiempo,Tu ex-amor,42,42,2
1986-10-25,43,Lucerito,Era la primera vez,,43,1
1986-10-25,44,The New York Band,Cole,41,17,6
1986-10-25,45,Nelson Ned,Fiera,,36,4
1986-10-25,46,Erica Buenfil,El engano,,24,4
1986-10-25,47,Liberacion,El muneco,,32,5
1986-10-25,48,Roberto Carlos,Contradicciones,44,30,6
1986-10-25,49,Sandy Reyes,Enamorar,48,30,6
1986-10-25,50,Lunna,Ni princesa ni esclava,34,34,2
1986-11-01,1,Emmanuel,Toda la vida,2,1,7
1986-11-01,2,Franco,Toda la vida,1,1,7
1986-11-01,3,Juan Gabriel,Yo no se que me paso,3,1,8
1986-11-01,4,Pandora,Solo el y yo,5,4,7
1986-11-01,5,Beatriz Adriana,Hasta cuando,6,5,7
1986-11-01,6,Jose Jose,y quien puede ser,13,6,3
1986-11-01,7,Rocio Durcal,La guirnalda,4,1,8
1986-11-01,8,Joan Sebastian & Prisma,Oiga,10,8,7
1986-11-01,9,Los Yonic's,Corazon vacio,7,6,7
1986-11-01,10,Jose Feliciano,Se me sigue olvidando,8,8,6
1986-11-01,11,Camilo Sesto,Me la estas poniendo dificil,11,9,7
1986-11-01,12,Prisma,De color de rosa,17,12,3
1986-11-01,13,Lissette,Eva,9,7,7
1986-11-01,14,Nicola de Bari,Rosa,12,8,7
1986-11-01,15,Daniela Romo,De mi enamorate,39,15,2
1986-11-01,16,Roberto Carlos,De corazon a corazon,22,7,7
1986-11-01,17,Carmin,Otra semana,27,17,4
1986-11-01,18,Miami Sound Machine,No me vuelvo a enamorar,18,18,4
1986-11-01,19,Eddie Santiago,Tu me quemas,14,10,7
