date,this_week,artist,song,last_week,peak_position,weeks_on_chart
1994-01-01,1,The Barrio Boyzz,Cerca De Ti,1,1,14
1994-01-01,2,Los Fantasmas del Caribe,Por Una Lagrima,2,1,11
1994-01-01,3,Las Triplets,Algo Mas Que Amor,3,3,13
1994-01-01,4,Bronco: El Gigante De America,Dos Mujeres Un Camino,4,4,9
1994-01-01,5,Pimpinela,El Amor No Se Puede Olvidar,5,5,10
1994-01-01,6,Jerry Rivera,Que Hay De Malo,6,6,8
1994-01-01,7,Los Temerarios,Una Tarde Fue,7,7,6
1994-01-01,8,Lourdes Robles,Donde Se Ha Ido Tu Amor,8,8,11
1994-01-01,9,Gloria Estefan,Con Los Anos Que Me Quedan,9,1,16
1994-01-01,10,Yuri,Detras De Mi Ventana,10,10,5
1994-01-01,11,Ana Gabriel,Luna,11,11,5
1994-01-01,12,Alvaro Torres,Que Lastima,12,7,15
1994-01-01,13,Pandora,Cuando Quieras Dejame,13,13,5
1994-01-01,14,Luis Miguel,Suave,14,14,4
1994-01-01,15,La Mafia,Gracias,15,13,12
1994-01-01,16,Vicente Fernandez,Te Me Vas Al Diablo,16,16,5
1994-01-01,17,Marcos Llunas,Reconquistarte,17,17,6
1994-01-01,18,Fama,Llorando,18,18,7
1994-01-01,19,Roxie Y Los Frijolitos,Nunca Dejes De Sonar,19,9,13
1994-01-01,20,Rocio Durcal,Desaires,20,20,3
1994-01-01,21,Selena,La Llamada,21,5,14
1994-01-01,22,Cristian,Nunca Voy A Olvidarte,22,1,21
1994-01-01,23,Banda Machos,Los Machos Tambien Lloran,23,17,8
1994-01-01,24,Franco de Vita,Calido Y Frio,24,24,3
1994-01-01,25,Victor Manuelle,Me Dara El Consentimiento,25,25,5
1994-01-01,26,Eddie Santiago,Jamas,26,22,8
1994-01-01,27,Paulina Rubio,Nieva Nieva,27,27,4
1994-01-01,28,Lucero,El Numero Uno,28,22,7
1994-01-01,29,Dyango,Rey De Corazones,29,29,4
1994-01-01,30,Alejandro Fernandez,Acabe Por Llorar,30,30,3
1994-01-01,31,Cristian,Es Mejor Asi,31,24,5
1994-01-01,32,Los Bukis,Acepto Mi Derrota,32,6,17
1994-01-01,33,Marco Antonio Solis y Los Bukis,Tu Ingratitud,33,33,3
1994-01-01,34,Ednita Nazario,Y Te Vas,34,32,6
1994-01-01,35,Olga Tanon,Muchacho Malo,35,35,2
1994-01-01,36,Eros Ramazzotti,Otra Como Tu,36,36,2
1994-01-01,37,Banda Superbandido,Cosas,37,21,9
1994-01-01,38,Liberacion,Ese Loco Soy Yo,38,38,2
1994-01-01,39,Gilberto Santa Rosa,Buscame,39,39,2
1994-01-01,40,Los Rehenes,Verdades Que Duelen,40,24,10
1994-01-08,1,The Barrio Boyzz,Cerca De Ti,1,1,15
1994-01-08,2,Los Fantasmas del Caribe,Por Una Lagrima,2,1,12
1994-01-08,3,Las Triplets,Algo Mas Que Amor,3,3,14
1994-01-08,4,Los Temerarios,Una Tarde Fue,7,4,7
1994-01-08,5,Pimpinela,El Amor No Se Puede Olvidar,5,5,11
1994-01-08,6,Jerry Rivera,Que Hay De Malo,6,6,9
1994-01-08,7,Lourdes Robles,Donde Se Ha Ido Tu Amor,8,7,12
1994-01-08,8,Yuri,Detras De Mi Ventana,10,8,6
