date,this_week,artist,song,last_week,peak_position,weeks_on_chart
1996-01-06,1,Mariah Carey & Boyz II Men,One Sweet Day,1,1,6
1996-01-06,2,Whitney Houston,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",2,1,7
1996-01-06,3,LL Cool J,Hey Lover,3,3,8
1996-01-06,4,Coolio Featuring L.V.,"Gangsta's Paradise (From ""Dangerous Minds"")",4,1,21
1996-01-06,5,TLC,Diggin' On You,5,5,8
1996-01-06,6,The Beatles,Free As A Bird,10,6,2
1996-01-06,7,Deep Blue Something,Breakfast At Tiffany's,8,7,21
1996-01-06,8,Mariah Carey,Fantasy,6,1,15
1996-01-06,9,Monica,Before You Walk Out Of My Life/Like This And Like That,7,7,12
1996-01-06,10,Goo Goo Dolls,Name,9,8,13
1996-01-06,11,Everything But The Girl,Missing,12,11,22
1996-01-06,12,Madonna,You'll See,11,6,5
1996-01-06,13,Joan Osborne,One Of Us,15,13,5
1996-01-06,14,Pearl Jam,I Got Id/Long Road,13,7,3
1996-01-06,15,R. Kelly,You Remind Me Of Something,16,4,8
1996-01-06,16,Janet Jackson,Runaway,14,3,17
1996-01-06,17,Ace Of Base,Beautiful Life,17,15,9
1996-01-06,18,Groove Theory,Tell Me,18,5,20
1996-01-06,19,Kris Kross,Tonite's Tha Night,21,19,5
1996-01-06,20,3T,Anything,24,20,14
1996-01-06,21,Faith Evans,Soon As I Get Home,22,21,5
1996-01-06,22,The Smashing Pumpkins,Bullet With Butterfly Wings,26,22,9
1996-01-06,23,Take That,Back For Good,19,7,22
1996-01-06,24,Coolio,Too Hot,35,24,5
1996-01-06,25,Sophie B. Hawkins,As I Lay Me Down,20,6,32
1996-01-06,26,La Bouche,Be My Lover,32,26,9
1996-01-06,27,Hootie & The Blowfish,Time,27,27,9
1996-01-06,28,Hootie & The Blowfish,Only Wanna Be With You,23,6,23
1996-01-06,29,Xscape,Who Can I Run To,28,8,13
1996-01-06,30,Seal,Kiss From A Rose,25,1,29
1996-01-06,31,Jodeci,Love U 4 Life,33,31,10
1996-01-06,32,Selena,Dreaming Of You,30,22,11
1996-01-06,33,Planet Soul,Set U Free,34,29,12
1996-01-06,34,Brandy,"Sittin' Up In My Room (From ""Waiting To Exhale"")",46,34,2
1996-01-06,35,Natalie Merchant,Carnival,29,10,23
1996-01-06,36,Del Amitri,Roll To Me,31,10,27
1996-01-06,37,Total,No One Else,43,37,4
1996-01-06,38,Elton John,Blessed,38,34,10
1996-01-06,39,Blues Traveler,Hook,39,39,14
1996-01-06,40,Collective Soul,The World I Know,40,40,8
1996-01-06,41,Natalie Merchant,Wonder,41,41,5
1996-01-06,42,Folk Implosion,"Natural One (From ""Kids"")",42,42,5
1996-01-06,43,Blues Traveler,Run-Around,36,8,42
1996-01-06,44,Meat Loaf,I'd Lie For You (And That's The Truth),37,13,12
1996-01-06,45,Eazy-E,Just Tah Let U Know,47,45,3
1996-01-06,46,Boyz II Men,I Remember,56,46,6
1996-01-06,47,The Tony Rich Project,Nobody Knows,49,47,4
1996-01-06,48,TLC,Waterfalls,44,1,31
1996-01-06,49,Collective Soul,December,45,20,35
1996-01-06,50,Big Mountain,Get Together,50,50,4
1996-01-06,51,Goodie Mob,Cell Therapy,51,39,13
1996-01-06,52,Immature (Featuring Smooth),We Got It,65,52,5
1996-01-06,53,D'Angelo,Cruisin',53,53,10
1996-01-06,54,Blahzay Blahzay,Danger,54,46,14
1996-01-06,55,Tim McGraw,"I Like It, I Love It",66,25,20
1996-01-06,56,Michael Jackson,You Are Not Alone,57,1,19
1996-01-06,57,Jon B,Pretty Girl,52,25,19
1996-01-06,58,Terry Ellis,Where Ever You Are,55,52,10
1996-01-06,59,L.A.D.,Ridin' Low,60,59,8
1996-01-06,60,Bush,Comedown,61,30,19
1996-01-06,61,Brandy,Brokenhearted,63,9,18
1996-01-06,62,The Rembrandts,I'll Be There For You/This House Is Not A Home,58,17,15
1996-01-06,63,Tha Dogg Pound Featuring Michel'le,Let's Play House,,63,1
1996-01-06,64,Bone Thugs-N-Harmony,East 1999,76,64,5
1996-01-06,65,Lisa Loeb & Nine Stories,Do You Sleep?,62,18,16
1996-01-06,66,Sarah McLachlan,I Will Remember You,67,66,9
1996-01-06,67,Def Leppard,When Love & Hate Collide,59,59,6
1996-01-06,68,Shai,Come With Me,64,43,17
1996-01-06,69,Los Del Rio,Macarena (Bayside Boys Mix),68,45,19
1996-01-06,70,Monifah,"I Miss You (Come Back Home) (From ""New York Undercover"")",69,66,11
1996-01-06,71,Max-A-Million,Sexual Healing,70,60,10
1996-01-06,72,L.V.,Throw Your Hands Up,71,65,8
1996-01-06,73,Silk,Hooked On You,74,54,10
1996-01-06,74,Shania Twain,(If You're Not In It For Love) I'm Outta Here!/The Woman In Me,81,74,10
1996-01-06,75,The Click,Hurricane,77,63,9
1996-01-06,76,Raekwon,Incarcerated Scarfaces/Ice Cream,72,37,13
1996-01-06,77,Faith Hill,It Matters To Me,87,77,3
1996-01-06,78,No Doubt,Just A Girl,78,78,4
1996-01-06,79,The Pharcyde,Runnin',75,55,12
1996-01-06,80,Salt-N-Pepa,Ain't Nuthin' But A She Thing,82,38,12
1996-01-06,81,The Outhere Brothers,Boom Boom Boom,80,65,15
1996-01-06,82,The Mighty Dub Katz,Magic Carpet Ride,73,58,13
1996-01-06,83,Better Than Ezra,Rosealia,79,71,7
1996-01-06,84,Kool G Rap,Fast Life,84,74,6
1996-01-06,85,Cypress Hill,Throw Your Set In The Air,83,45,13
1996-01-06,86,Solo,Where Do U Want Me To Put It,,86,1
1996-01-06,87,Fugees,Fu-Gee-La,89,87,2
1996-01-06,88,Artie The 1 Man Party,A Mover La Colita,91,65,15
1996-01-06,89,Edwin McCain,Solitude,88,72,14
1996-01-06,90,Deborah Cox,Sentimental,85,27,18
1996-01-06,91,Backstreet Boys,We've Got It Goin' On,93,69,11
1996-01-06,92,Real McCoy,Automatic Lover (Call For Love),86,52,12
1996-01-06,93,L.B.C. Crew Feat. Tray D & South Sentrell,"Beware Of My Crew (From ""A Thin Line Between Love And Hate"")",90,82,4
1996-01-06,94,Tim McGraw,Can't Be Really Gone,,94,1
1996-01-06,95,P.M. Dawn,Sometimes I Miss You So Much (Dedicated To The Christ Consciousness),95,95,3
1996-01-06,96,Method Man,"The Riddler (From ""Batman Forever"")",99,56,9
1996-01-06,97,Bone Thugs-N-Harmony,1st Of Tha Month,96,14,20
1996-01-06,98,Quincy Jones Introducing Tamia,You Put A Move On My Heart,98,98,2
1996-01-06,99,Frost,East Side Rendezvous,92,73,10
1996-01-06,100,Genius/GZA Featuring Inspektah Deck,Cold World,97,97,2
1996-01-13,1,Mariah Carey & Boyz II Men,One Sweet Day,1,1,7
1996-01-13,2,Whitney Houston,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",2,1,8
1996-01-13,3,LL Cool J,Hey Lover,3,3,9
1996-01-13,4,Coolio Featuring L.V.,"Gangsta's Paradise (From ""Dangerous Minds"")",4,1,22
1996-01-13,5,TLC,Diggin' On You,5,5,9
1996-01-13,6,Deep Blue Something,Breakfast At Tiffany's,7,6,22
1996-01-13,7,Mariah Carey,Fantasy,8,1,16
1996-01-13,8,Monica,Before You Walk Out Of My Life/Like This And Like That,9,7,13
1996-01-13,9,Goo Goo Dolls,Name,10,8,14
1996-01-13,10,Everything But The Girl,Missing,11,10,23
1996-01-13,11,Madonna,You'll See,12,6,6
1996-01-13,12,Joan Osborne,One Of Us,13,12,6
1996-01-13,13,Janet Jackson,Runaway,16,3,18
1996-01-13,14,R. Kelly,You Remind Me Of Something,15,4,9
1996-01-13,15,The Beatles,Free As A Bird,6,6,3
1996-01-13,16,Pearl Jam,I Got Id/Long Road,14,7,4
1996-01-13,17,Ace Of Base,Beautiful Life,17,15,10
1996-01-13,18,Groove Theory,Tell Me,18,5,21
1996-01-13,19,Kris Kross,Tonite's Tha Night,19,19,6
1996-01-13,20,3T,Anything,20,20,15
1996-01-13,21,Faith Evans,Soon As I Get Home,21,21,6
1996-01-13,22,Take That,Back For Good,23,7,23
1996-01-13,23,Hootie & The Blowfish,Only Wanna Be With You,28,6,24
1996-01-13,24,Coolio,Too Hot,24,24,6
1996-01-13,25,La Bouche,Be My Lover,26,25,10
1996-01-13,26,Sophie B. Hawkins,As I Lay Me Down,25,6,33
1996-01-13,27,Hootie & The Blowfish,Time,27,27,10
1996-01-13,28,The Smashing Pumpkins,Bullet With Butterfly Wings,22,22,10
1996-01-13,29,Seal,Kiss From A Rose,30,1,30
1996-01-13,30,Planet Soul,Set U Free,33,29,13
1996-01-13,31,Jodeci,Love U 4 Life,31,31,11
1996-01-13,32,Brandy,"Sittin' Up In My Room (From ""Waiting To Exhale"")",34,32,3
1996-01-13,33,Natalie Merchant,Carnival,35,10,24
1996-01-13,34,Del Amitri,Roll To Me,36,10,28
1996-01-13,35,Selena,Dreaming Of You,32,22,12
1996-01-13,36,Xscape,Who Can I Run To,29,8,14
1996-01-13,37,Total,No One Else,37,37,5
1996-01-13,38,The Tony Rich Project,Nobody Knows,47,38,5
1996-01-13,39,Collective Soul,The World I Know,40,39,9
1996-01-13,40,Folk Implosion,"Natural One (From ""Kids"")",42,40,6
1996-01-13,41,Natalie Merchant,Wonder,41,41,6
1996-01-13,42,Blues Traveler,Run-Around,43,8,43
1996-01-13,43,Blues Traveler,Hook,39,39,15
1996-01-13,44,Elton John,Blessed,38,34,11
1996-01-13,45,Eazy-E,Just Tah Let U Know,45,45,4
1996-01-13,46,Boyz II Men,I Remember,46,46,7
1996-01-13,47,Meat Loaf,I'd Lie For You (And That's The Truth),44,13,13
1996-01-13,48,Collective Soul,December,49,20,36
1996-01-13,49,TLC,Waterfalls,48,1,32
1996-01-13,50,Big Mountain,Get Together,50,50,5
1996-01-13,51,Tha Dogg Pound Featuring Michel'le,Let's Play House,63,51,2
1996-01-13,52,Immature (Featuring Smooth),We Got It,52,52,6
1996-01-13,53,D'Angelo,Cruisin',53,53,11
1996-01-13,54,Goodie Mob,Cell Therapy,51,39,14
1996-01-13,55,L.A.D.,Ridin' Low,59,55,9
1996-01-13,56,The Rembrandts,I'll Be There For You/This House Is Not A Home,62,17,16
1996-01-13,57,Blahzay Blahzay,Danger,54,46,15
1996-01-13,58,Bush,Comedown,60,30,20
1996-01-13,59,Michael Jackson,You Are Not Alone,56,1,20
1996-01-13,60,Jon B,Pretty Girl,57,25,20
1996-01-13,61,Brandy,Brokenhearted,61,9,19
1996-01-13,62,Bone Thugs-N-Harmony,East 1999,64,62,6
