date,this_week,artist,song,last_week,peak_position,weeks_on_chart
1982-01-02,1,Olivia Newton-John,Physical,1,1,14
1982-01-02,2,Foreigner,Waiting For A Girl Like You,2,2,13
1982-01-02,3,"Earth, Wind & Fire",Let's Groove,3,3,14
1982-01-02,4,Daryl Hall John Oates,I Can't Go For That (No Can Do),4,4,8
1982-01-02,5,Rod Stewart,Young Turks,5,5,12
1982-01-02,6,Quarterflash,Harden My Heart,6,6,12
1982-01-02,7,Diana Ross,Why Do Fools Fall In Love,7,7,12
1982-01-02,8,Stevie Nicks With Don Henley,Leather And Lace,8,8,11
1982-01-02,9,Journey,Don't Stop Believin',9,9,10
1982-01-02,10,Lindsey Buckingham,Trouble,10,10,11
1982-01-02,11,The J. Geils Band,Centerfold,11,11,9
1982-01-02,12,Neil Diamond,Yesterday's Songs,12,12,9
1982-01-02,13,Barbra Streisand,Comin' In And Out Of Your Life,13,13,8
1982-01-02,14,George Benson,Turn Your Love Around,14,14,11
1982-01-02,15,Juice Newton,The Sweetest Thing (I've Ever Known),15,15,12
1982-01-02,16,Royal Philharmonic Orchestra,Hooked On Classics,16,16,10
1982-01-02,17,Kool & The Gang,Take My Heart (You Can Have It If You Want It),17,17,12
1982-01-02,18,Paul Davis,Cool Night,18,18,9
1982-01-02,19,Commodores,Oh No,19,4,15
1982-01-02,20,The Police,Every Little Thing She Does Is Magic,20,3,15
1982-01-02,21,Eddie Rabbitt,Someone Could Lose A Heart Tonight,21,21,8
1982-01-02,22,Air Supply,Here I Am (Just When I Thought I Was Over You),22,5,15
1982-01-02,23,Ronnie Milsap,I Wouldn't Have Missed It For The World,23,23,11
1982-01-02,24,The Cars,Shake It Up,24,24,7
1982-01-02,25,Stevie Woods,Steal The Night,25,25,17
1982-01-02,26,The Rolling Stones,Waiting On A Friend,26,26,5
1982-01-02,27,Go-Go's,Our Lips Are Sealed,27,20,19
1982-01-02,28,Billy Joel,She's Got A Way,28,28,7
1982-01-02,29,Chilliwack,"My Girl (Gone, Gone, Gone)",29,22,15
1982-01-02,30,The Beach Boys,Come Go With Me,30,30,7
1982-01-02,31,Queen & David Bowie,Under Pressure,31,31,9
1982-01-02,32,Sheena Easton,You Could Have Been With Me,32,32,6
1982-01-02,33,Dan Fogelberg,Leader Of The Band,33,33,6
1982-01-02,34,The Steve Miller Band,Heart Like A Wheel,34,24,10
1982-01-02,35,Little River Band,Take It Easy On Me,35,35,5
1982-01-02,36,Don McLean,Castles In The Air,36,36,10
1982-01-02,37,Sneaker,More Than Just The Two Of Us,37,37,10
1982-01-02,38,Daryl Hall John Oates,Private Eyes,38,1,19
1982-01-02,39,The Rolling Stones,Start Me Up,39,2,20
1982-01-02,40,Rick Springfield,Love Is Alright Tonite,40,40,5
1982-01-02,41,Loverboy,Working For The Weekend,41,41,8
1982-01-02,42,Air Supply,Sweet Dreams,42,42,4
1982-01-02,43,Barry Manilow,The Old Songs,43,15,13
1982-01-02,44,Alabama,Love In The First Degree,44,44,8
1982-01-02,45,Christopher Cross,Arthur's Theme (Best That You Can Do),45,1,21
1982-01-02,46,Lulu,If I Were You,46,46,7
1982-01-02,47,Bertie Higgins,Key Largo,47,47,8
1982-01-02,48,Greg Lake,Let Me Love You Once,48,48,7
1982-01-02,49,Genesis,No Reply At All,49,29,15
1982-01-02,50,Luther Vandross,Never Too Much,50,33,13
1982-01-02,51,Billy Squier,My Kinda Lover,51,51,6
1982-01-02,52,Ringo Starr,Wrack My Brain,52,38,9
1982-01-02,53,Bob Seger,Tryin' To Live My Life Without You,53,5,17
1982-01-02,54,Eddie Schwartz,All Our Tomorrows,54,54,4
1982-01-02,55,Survivor,Poor Man's Son,55,33,12
1982-01-02,56,Al Jarreau,Breakin' Away,56,56,5
1982-01-02,57,Mike Post featuring Larry Carlton,The Theme From Hill Street Blues,57,10,20
1982-01-02,58,Sheila,Little Darlin',58,58,5
1982-01-02,59,Balance,Falling In Love,59,59,7
1982-01-02,60,Jennifer Warnes,Could It Be Love,60,60,5
1982-01-02,61,Del Shannon,Sea Of Love,61,61,4
1982-01-02,62,Bee Gees,Living Eyes,62,45,9
1982-01-02,63,Barry Manilow,Somewhere Down The Road,63,63,3
1982-01-02,64,Irene Cara,Anyone Can See,64,64,6
1982-01-02,65,Steve Carlisle,Wkrp In Cincinnati,65,65,7
1982-01-02,66,Quincy Jones Featuring James Ingram,Just Once,66,17,21
1982-01-02,67,Bob Seger & The Silver Bullet Band,Feel Like A Number,67,67,3
1982-01-02,68,Henry Paul Band,Keeping Our Love Alive,68,68,4
1982-01-02,69,Rick Springfield,I've Done Everything For You,69,8,20
1982-01-02,70,Rush,Closer To The Heart,70,70,8
1982-01-02,71,Genesis,Abacab,71,71,2
1982-01-02,72,Carpenters,Those Good Old Dreams,72,72,3
1982-01-02,73,Quincy Jones Featuring James Ingram,One Hundred Ways,73,73,3
1982-01-02,74,Little River Band,The Night Owls,74,6,20
1982-01-02,75,Patti Austin,Every Home Should Have One,75,75,4
1982-01-02,76,Crystal Gayle,The Woman In Me,76,76,5
1982-01-02,77,Donnie Iris,Love Is Like A Rock,77,77,3
1982-01-02,78,KISS,A World Without Heroes,78,78,4
1982-01-02,79,Four Tops,When She Was My Girl,79,11,21
1982-01-02,80,Neil Young / Crazy Horse,Southern Pacific,80,80,2
1982-01-02,81,Diesel,Sausalito Summernight,81,25,17
1982-01-02,82,Kenny Rogers,Through The Years,82,82,2
1982-01-02,83,The John Hall Band,Crazy (Keep On Falling),83,83,2
1982-01-02,84,Leif Garrett,Runaway Rita,84,84,5
1982-01-02,85,Bill Champlin,Tonight Tonight,85,85,2
1982-01-02,86,Al Jarreau,We're In This Love Together,86,15,23
1982-01-02,87,Carl Carlton,"She's A Bad Mama Jama (She's Built, She's Stacked)",87,22,20
1982-01-02,88,Vangelis,Chariots Of Fire - Titles,88,88,4
1982-01-02,89,Kenny Rogers,Blaze Of Glory,89,66,7
1982-01-02,90,Sheena Easton,For Your Eyes Only,90,4,24
1982-01-02,91,Kano,Can't Hold Back (Your Loving),91,91,2
1982-01-02,92,Dave Stewart And Barbara Gaskin,It's My Party,92,92,3
1982-01-02,93,The Kinks,Better Things,93,93,6
1982-01-02,94,Rick James,Super Freak (Part I),94,16,22
1982-01-02,95,Diana Ross & Lionel Richie,Endless Love,95,1,26
1982-01-02,96,Dan Fogelberg,Hard To Say,96,7,19
1982-01-02,97,Prince,Controversy,97,70,11
1982-01-02,98,Chris Christian,"I Want You, I Need You",98,37,14
1982-01-02,99,Electric Light Orchestra,Twilight,99,38,11
1982-01-02,100,Rufus With Chaka Khan,Sharing The Love,100,91,5
1982-01-09,1,Olivia Newton-John,Physical,1,1,15
1982-01-09,2,Foreigner,Waiting For A Girl Like You,2,2,14
1982-01-09,3,"Earth, Wind & Fire",Let's Groove,3,3,15
1982-01-09,4,Daryl Hall John Oates,I Can't Go For That (No Can Do),4,4,9
1982-01-09,5,Rod Stewart,Young Turks,5,5,13
1982-01-09,6,Quarterflash,Harden My Heart,6,6,13
1982-01-09,7,Stevie Nicks With Don Henley,Leather And Lace,8,7,12
1982-01-09,8,The J. Geils Band,Centerfold,11,8,10
1982-01-09,9,George Benson,Turn Your Love Around,14,9,12
1982-01-09,10,Lindsey Buckingham,Trouble,10,10,12
1982-01-09,11,Neil Diamond,Yesterday's Songs,12,11,10
1982-01-09,12,Barbra Streisand,Comin' In And Out Of Your Life,13,12,9
1982-01-09,13,Juice Newton,The Sweetest Thing (I've Ever Known),15,13,13
1982-01-09,14,Royal Philharmonic Orchestra,Hooked On Classics,16,14,11
1982-01-09,15,Diana Ross,Why Do Fools Fall In Love,7,7,13
1982-01-09,16,Paul Davis,Cool Night,18,16,10
1982-01-09,17,Kool & The Gang,Take My Heart (You Can Have It If You Want It),17,17,13
1982-01-09,18,Journey,Don't Stop Believin',9,9,11
1982-01-09,19,Eddie Rabbitt,Someone Could Lose A Heart Tonight,21,19,9
1982-01-09,20,The Rolling Stones,Waiting On A Friend,26,20,6
1982-01-09,21,The Cars,Shake It Up,24,21,8
1982-01-09,22,Ronnie Milsap,I Wouldn't Have Missed It For The World,23,22,12
1982-01-09,23,Dan Fogelberg,Leader Of The Band,33,23,7
1982-01-09,24,The Beach Boys,Come Go With Me,30,24,8
1982-01-09,25,Stevie Woods,Steal The Night,25,25,18
1982-01-09,26,Billy Joel,She's Got A Way,28,26,8
1982-01-09,27,Go-Go's,Our Lips Are Sealed,27,20,20
1982-01-09,28,Sheena Easton,You Could Have Been With Me,32,28,7
1982-01-09,29,Queen & David Bowie,Under Pressure,31,29,10
1982-01-09,30,Little River Band,Take It Easy On Me,35,30,6
1982-01-09,31,Commodores,Oh No,19,4,16
1982-01-09,32,Air Supply,Sweet Dreams,42,32,5
1982-01-09,33,The Police,Every Little Thing She Does Is Magic,20,3,16
1982-01-09,34,Air Supply,Here I Am (Just When I Thought I Was Over You),22,5,16
1982-01-09,35,Rick Springfield,Love Is Alright Tonite,40,35,6
1982-01-09,36,Don McLean,Castles In The Air,36,36,11
1982-01-09,37,Sneaker,More Than Just The Two Of Us,37,37,11
1982-01-09,38,Chilliwack,"My Girl (Gone, Gone, Gone)",29,22,16
1982-01-09,39,The Steve Miller Band,Heart Like A Wheel,34,24,11
1982-01-09,40,Loverboy,Working For The Weekend,41,40,9
1982-01-09,41,Alabama,Love In The First Degree,44,41,9
1982-01-09,42,Bertie Higgins,Key Largo,47,42,9
1982-01-09,43,Daryl Hall John Oates,Private Eyes,38,1,20
1982-01-09,44,Eddie Schwartz,All Our Tomorrows,54,44,5
1982-01-09,45,Lulu,If I Were You,46,45,8
1982-01-09,46,Billy Squier,My Kinda Lover,51,46,7
1982-01-09,47,The Rolling Stones,Start Me Up,39,2,21
1982-01-09,48,Greg Lake,Let Me Love You Once,48,48,8
1982-01-09,49,Barry Manilow,Somewhere Down The Road,63,49,4
1982-01-09,50,Al Jarreau,Breakin' Away,56,50,6
1982-01-09,51,Del Shannon,Sea Of Love,61,51,5
1982-01-09,52,Sheila,Little Darlin',58,52,6
1982-01-09,53,Barry Manilow,The Old Songs,43,15,14
1982-01-09,54,Jennifer Warnes,Could It Be Love,60,54,6
1982-01-09,55,Bob Seger & The Silver Bullet Band,Feel Like A Number,67,55,4
1982-01-09,56,Christopher Cross,Arthur's Theme (Best That You Can Do),45,1,22
1982-01-09,57,Genesis,Abacab,71,57,3
1982-01-09,58,Henry Paul Band,Keeping Our Love Alive,68,58,5
1982-01-09,59,Balance,Falling In Love,59,59,8
1982-01-09,60,Survivor,Poor Man's Son,55,33,13
1982-01-09,61,Genesis,No Reply At All,49,29,16
1982-01-09,62,Luther Vandross,Never Too Much,50,33,14
1982-01-09,63,Ringo Starr,Wrack My Brain,52,38,10
1982-01-09,64,Carpenters,Those Good Old Dreams,72,64,4
1982-01-09,65,Steve Carlisle,Wkrp In Cincinnati,65,65,8
1982-01-09,66,Bob Seger,Tryin' To Live My Life Without You,53,5,18
1982-01-09,67,Donnie Iris,Love Is Like A Rock,77,67,4
1982-01-09,68,Kenny Rogers,Through The Years,82,68,3
1982-01-09,69,Rush,Closer To The Heart,70,69,9
1982-01-09,70,Quincy Jones Featuring James Ingram,One Hundred Ways,73,70,4
1982-01-09,71,Patti Austin,Every Home Should Have One,75,71,5
1982-01-09,72,Neil Young / Crazy Horse,Southern Pacific,80,72,3
1982-01-09,73,The John Hall Band,Crazy (Keep On Falling),83,73,3
1982-01-09,74,KISS,A World Without Heroes,78,74,5
1982-01-09,75,Bill Champlin,Tonight Tonight,85,75,3
1982-01-09,76,Buckner & Garcia,Pac-Man Fever,,76,1
1982-01-09,77,Mike Post featuring Larry Carlton,The Theme From Hill Street Blues,57,10,21
1982-01-09,78,Bee Gees,Living Eyes,62,45,10
1982-01-09,79,Irene Cara,Anyone Can See,64,64,7
1982-01-09,80,Diana Ross,"Mirror, Mirror",,80,1
1982-01-09,81,Peabo Bryson,Let The Feeling Flow,,81,1
1982-01-09,82,Quincy Jones Featuring James Ingram,Just Once,66,17,22
1982-01-09,83,Teddy Pendergrass,"You're My Latest, My Greatest Inspiration",,83,1
1982-01-09,84,Leif Garrett,Runaway Rita,84,84,6
1982-01-09,85,Vangelis,Chariots Of Fire - Titles,88,85,5
1982-01-09,86,Rick Springfield,I've Done Everything For You,69,8,21
1982-01-09,87,ABBA,When All Is Said And Done,,87,1
1982-01-09,88,Dave Stewart And Barbara Gaskin,It's My Party,92,88,4
1982-01-09,89,Kano,Can't Hold Back (Your Loving),91,89,3
1982-01-09,90,Little River Band,The Night Owls,74,6,21
1982-01-09,91,Crystal Gayle,The Woman In Me,76,76,6
1982-01-09,92,The Kinks,Better Things,93,92,7
1982-01-09,93,Four Tops,When She Was My Girl,79,11,22
1982-01-09,94,Diesel,Sausalito Summernight,81,25,18
1982-01-09,95,Al Jarreau,We're In This Love Together,86,15,24
1982-01-09,96,Carl Carlton,"She's A Bad Mama Jama (She's Built, She's Stacked)",87,22,21
1982-01-09,97,Kenny Rogers,Blaze Of Glory,89,66,8
1982-01-09,98,Sheena Easton,For Your Eyes Only,90,4,25
1982-01-09,99,Rick James,Super Freak (Part I),94,16,23
1982-01-09,100,Diana Ross & Lionel Richie,Endless Love,95,1,27
1982-01-16,1,Olivia Newton-John,Physical,1,1,16
1982-01-16,2,Foreigner,Waiting For A Girl Like You,2,2,15
1982-01-16,3,"Earth, Wind & Fire",Let's Groove,3,3,16
1982-01-16,4,Daryl Hall John Oates,I Can't Go For That (No Can Do),4,4,10
1982-01-16,5,The J. Geils Band,Centerfold,8,5,11
1982-01-16,6,Quarterflash,Harden My Heart,6,6,14
1982-01-16,7,Stevie Nicks With Don Henley,Leather And Lace,7,7,13
1982-01-16,8,George Benson,Turn Your Love Around,9,8,13
1982-01-16,9,Lindsey Buckingham,Trouble,10,9,13
1982-01-16,10,Juice Newton,The Sweetest Thing (I've Ever Known),13,10,14
1982-01-16,11,Neil Diamond,Yesterday's Songs,11,11,11
1982-01-16,12,Barbra Streisand,Comin' In And Out Of Your Life,12,12,10
1982-01-16,13,Royal Philharmonic Orchestra,Hooked On Classics,14,13,12
1982-01-16,14,Paul Davis,Cool Night,16,14,11
1982-01-16,15,Rod Stewart,Young Turks,5,5,14
