date,this_week,artist,song,last_week,peak_position,weeks_on_chart
1993-01-02,1,Whitney Houston,I Will Always Love You,1,1,8
1993-01-02,2,Wreckx-N-Effect,Rump Shaker,2,2,14
1993-01-02,3,Shai,If I Ever Fall In Love,3,2,12
1993-01-02,4,Boyz II Men,"In The Still Of The Nite (From ""The Jacksons"")",4,4,6
1993-01-02,5,Snap!,Rhythm Is A Dancer,6,5,21
1993-01-02,6,P.M. Dawn,"I'd Die Without You (From ""Boomerang"")",5,3,17
1993-01-02,7,Shanice,"Saving Forever For You (From ""Beverly Hills, 90210"")",8,7,11
1993-01-02,8,Bobby Brown,Good Enough,7,7,12
1993-01-02,9,TLC,What About Your Friends,11,7,18
1993-01-02,10,Mary J. Blige,Real Love,10,7,19
1993-01-02,11,Madonna,Deeper And Deeper,13,11,5
1993-01-02,12,Michael Bolton,To Love Somebody,12,11,12
1993-01-02,13,The Heights,How Do You Talk To An Angel,9,1,14
1993-01-02,14,Saigon Kick,Love Is On The Way,14,12,18
1993-01-02,15,Restless Heart,When She Cries,18,15,8
1993-01-02,16,Mad Cobra,Flex,22,16,12
1993-01-02,17,Eric Clapton,Layla,16,12,14
1993-01-02,18,Spin Doctors,Little Miss Can't Be Wrong,17,17,12
1993-01-02,19,Jon Secada,Do You Believe In Us,15,13,15
1993-01-02,20,Go West,Faithful,19,19,9
1993-01-02,21,N2Deep,Back To The Hotel,24,21,26
1993-01-02,22,Annie Lennox,Walking On Broken Glass,20,14,18
1993-01-02,23,Prince And The New Power Generation,7,29,23,6
1993-01-02,24,Elton John,The Last Song,26,23,10
1993-01-02,25,Peabo Bryson & Regina Belle,A Whole New World (Aladdin's Theme),42,25,3
1993-01-02,26,Portrait,Here We Go Again!,31,26,8
1993-01-02,27,Charles & Eddie,Would I Lie To You?,27,13,20
1993-01-02,28,Damn Yankees,Where You Goin' Now,23,20,13
1993-01-02,29,Genesis,Never A Time,25,25,9
1993-01-02,30,R.E.M.,Drive,28,28,10
1993-01-02,31,En Vogue,"Give It Up, Turn It Loose",38,31,5
1993-01-02,32,Boyz II Men,"End Of The Road (From ""Boomerang"")",21,1,25
1993-01-02,33,House Of Pain,Jump Around,32,3,28
1993-01-02,34,Toad The Wet Sprocket,Walk On The Ocean,34,34,8
1993-01-02,35,Lo-Key?,I Got A Thang 4 Ya!,39,35,8
1993-01-02,36,Patty Smyth,Sometimes Love Just Ain't Enough,30,2,21
1993-01-02,37,Bell Biv DeVoe,Gangsta,41,30,8
