date,this_week,artist,song,last_week,peak_position,weeks_on_chart
1998-01-03,1,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight,1,1,13
1998-01-03,2,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),Been Around The World,5,2,5
1998-01-03,3,LeAnn Rimes,How Do I Live,2,2,29
1998-01-03,4,Janet,Together Again,4,4,3
1998-01-03,5,LSG,My Body,6,4,10
1998-01-03,6,Usher,You Make Me Wanna...,3,2,20
1998-01-03,7,Savage Garden,Truly Madly Deeply,9,7,5
1998-01-03,8,Mase,Feel So Good,7,5,10
1998-01-03,9,Boyz II Men,A Song For Mama,12,9,4
1998-01-03,10,Robyn,Show Me Love,8,7,8
1998-01-03,11,Hanson,I Will Come To You,13,9,6
1998-01-03,12,Somethin' For The People Featuring Trina & Tamara,My Love Is The Shhh!,10,4,19
1998-01-03,13,Chumbawamba,Tubthumping,11,6,17
1998-01-03,14,Dru Hill,We're Not Making Love No More,16,14,4
1998-01-03,15,Uncle Sam,I Don't Ever Want To See You Again,20,15,9
1998-01-03,16,Aaliyah,The One I Gave My Heart To,15,9,14
1998-01-03,17,Paula Cole,I Don't Want To Wait,14,12,10
1998-01-03,18,Next,Butta Love,19,16,18
1998-01-03,19,Spice Girls,Spice Up Your Life,18,18,9
1998-01-03,20,"Missy ""Misdemeanor"" Elliott Featuring Da Brat",Sock It 2 Me,21,12,12
1998-01-03,21,Allure Featuring 112,All Cried Out,17,4,19
1998-01-03,22,Lisa Loeb,I Do,23,22,10
1998-01-03,23,Third Eye Blind,How's It Going To Be,27,23,5
1998-01-03,24,Aqua,Lollipop (Candyman),29,24,4
1998-01-03,25,Boyz II Men,4 Seasons Of Loneliness,24,1,15
1998-01-03,26,Jewel,Foolish Games/You Were Meant For Me,22,2,58
1998-01-03,27,Total,What About Us,28,16,19
1998-01-03,28,Third Eye Blind,Semi-Charmed Life,25,4,27
1998-01-03,29,Backstreet Boys,Quit Playing Games (With My Heart),26,2,28
1998-01-03,30,Destiny's Child,"No, No, No",35,30,6
1998-01-03,31,Fiona Apple,Criminal,31,21,14
1998-01-03,32,The Notorious B.I.G.,Going Back To Cali,37,32,5
1998-01-03,33,Nu Flavor,Heaven,33,33,13
1998-01-03,34,The Notorious B.I.G. Featuring Puff Daddy & Mase,Mo Money Mo Problems,30,1,23
1998-01-03,35,Sister Hazel,All For You,34,11,26
1998-01-03,36,She Moves,Breaking All The Rules,32,32,9
1998-01-03,37,Bone Thugs-N-Harmony,If I Could Teach The World,39,27,12
1998-01-03,38,Metallica,The Memory Remains,43,28,6
1998-01-03,39,Sarah McLachlan,Building A Mystery,36,13,18
1998-01-03,40,Mariah Carey,Honey,41,1,17
1998-01-03,41,Puff Daddy & Faith Evans Featuring 112,I'll Be Missing You,40,1,30
1998-01-03,42,Los Umbrellos,No Tengo Dinero,42,42,19
1998-01-03,43,Shania Twain,Don't Be Stupid (You Know I Love You),48,43,5
1998-01-03,44,H-Town,They Like It Slow,38,35,13
1998-01-03,45,Billie Myers,Kiss The Rain,52,45,9
1998-01-03,46,Spice Girls,2 Become 1,45,4,21
1998-01-03,47,98 Degrees,Invisible Man,44,12,26
1998-01-03,48,Richard Marx & Donna Lewis,At The Beginning,51,48,9
1998-01-03,49,Shawn Colvin,Sunny Came Home,46,7,26
1998-01-03,50,Milestone,I Care 'Bout You,49,23,19
1998-01-03,51,LeAnn Rimes,You Light Up My Life,59,34,17
1998-01-03,52,Mary J. Blige,Everything,47,24,15
1998-01-03,53,Alana Davis,32 Flavors,56,53,5
1998-01-03,54,Shania Twain,Love Gets Me Every Time,53,25,13
1998-01-03,55,Reba McEntire,What If,63,55,4
1998-01-03,56,Imani Coppola,Legend Of A Cowgirl,54,36,17
1998-01-03,57,Bee Gees,Still Waters (Run Deep),57,57,4
1998-01-03,58,WC From Westside Connection,Just Clownin',58,58,4
1998-01-03,59,Gary Barlow,So Help Me Girl,50,44,12
1998-01-03,60,Sting & The Police,Roxanne `97 - Puff Daddy Remix,65,60,2
1998-01-03,61,Master P Featuring Pimp C And The Shocker,I Miss My Homies,55,25,18
1998-01-03,62,Kimberly Scott,Tuck Me In,68,62,4
1998-01-03,63,Olive,You're Not Alone,64,56,11
1998-01-03,64,Big Punisher,I'm Not A Player,62,57,10
1998-01-03,65,Davina,So Good,60,60,10
1998-01-03,66,David Bowie,I'm Afraid Of Americans,66,66,7
1998-01-03,67,Insane Clown Posse,Santa's A Fat Bitch,67,67,2
1998-01-03,68,Mack 10,Backyard Boogie,61,37,19
1998-01-03,69,Brian McKnight Featuring Mase,You Should Be Mine (Don't Waste Your Time),69,17,18
1998-01-03,70,KAI,Say You'll Stay,78,70,3
1998-01-03,71,K.P. & Envyi,Swing My Way,86,71,2
1998-01-03,72,K-Ci & JoJo,Last Night's Letter,70,46,14
1998-01-03,73,Playa,Don't Stop The Music,73,73,8
1998-01-03,74,Amber,One More Night,72,69,12
1998-01-03,75,Daft Punk,Around The World,81,61,19
1998-01-03,76,Clint Black,Something That We Do,76,76,3
1998-01-03,77,2Pac,I Wonder If Heaven Got A Ghetto,79,67,4
1998-01-03,78,Lord Tariq & Peter Gunz,Deja Vu [Uptown Baby],80,78,4
1998-01-03,79,En Vogue,"Too Gone, Too Long",82,33,13
1998-01-03,80,Diana King,L-L-Lies,71,71,7
1998-01-03,81,Naughty By Nature,Mourn You Til I Join You,77,51,8
1998-01-03,82,Martina McBride With Jim Brickman,Valentine,74,50,14
1998-01-03,83,BeBe Winans,In Harm's Way,83,83,7
1998-01-03,84,Trace Adkins,The Rest Of Mine,84,70,12
1998-01-03,85,Deana Carter,Did I Shave My Legs For This?,91,85,4
1998-01-03,86,"LL Cool J Featuring Method Man, Redman, DMX, Canibus And Master P","4, 3, 2, 1",75,75,2
1998-01-03,87,Sammy Kershaw,Love Of My Life,92,87,2
1998-01-03,88,Enya,Only If...,,88,1
1998-01-03,89,Gang Starr,You Know My Steez,88,81,5
1998-01-03,90,Changing Faces (Featuring Jay-Z),All Of My Days,87,65,9
1998-01-03,91,Lutricia McNeal,Ain't That Just The Way,,91,1
1998-01-03,92,4.0,Have A Little Mercy,85,46,20
1998-01-03,93,Anita Cochran (Duet With Steve Wariner),What If I Said,,93,1
1998-01-03,94,Queen Pen Featuring Teddy Riley,Man Behind The Music,89,89,4
1998-01-03,95,Toby Keith With Sting,I'm So Happy I Can't Stop Crying,97,84,5
1998-01-03,96,The Prodigy,Smack My Bitch Up,90,90,3
1998-01-03,97,Le Click Featuring Kayo,Don't Go,94,62,15
1998-01-03,98,Billy Lawrence,Up & Down,99,92,4
1998-01-03,99,Sublime,Doin' Time,96,96,3
1998-01-03,100,Barenaked Ladies,Brian Wilson,100,92,7
1998-01-10,1,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight,1,1,14
1998-01-10,2,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),Been Around The World,2,2,6
1998-01-10,3,Janet,Together Again,4,3,4
1998-01-10,4,LSG,My Body,5,4,11
1998-01-10,5,LeAnn Rimes,How Do I Live,3,2,30
1998-01-10,6,Savage Garden,Truly Madly Deeply,7,6,6
1998-01-10,7,Mase,Feel So Good,8,5,11
1998-01-10,8,Boyz II Men,A Song For Mama,9,8,5
1998-01-10,9,Usher,You Make Me Wanna...,6,2,21
1998-01-10,10,Robyn,Show Me Love,10,7,9
1998-01-10,11,Hanson,I Will Come To You,11,9,7
1998-01-10,12,Somethin' For The People Featuring Trina & Tamara,My Love Is The Shhh!,12,4,20
1998-01-10,13,Dru Hill,We're Not Making Love No More,14,13,5
1998-01-10,14,Chumbawamba,Tubthumping,13,6,18
1998-01-10,15,Uncle Sam,I Don't Ever Want To See You Again,15,15,10
1998-01-10,16,Aaliyah,The One I Gave My Heart To,16,9,15
1998-01-10,17,Paula Cole,I Don't Want To Wait,17,12,11
1998-01-10,18,Next,Butta Love,18,16,19
1998-01-10,19,Spice Girls,Spice Up Your Life,19,18,10
1998-01-10,20,"Missy ""Misdemeanor"" Elliott Featuring Da Brat",Sock It 2 Me,20,12,13
1998-01-10,21,Third Eye Blind,How's It Going To Be,23,21,6
1998-01-10,22,Lisa Loeb,I Do,22,22,11
1998-01-10,23,Aqua,Lollipop (Candyman),24,23,5
1998-01-10,24,Boyz II Men,4 Seasons Of Loneliness,25,1,16
1998-01-10,25,Destiny's Child,"No, No, No",30,25,7
1998-01-10,26,The Notorious B.I.G.,Going Back To Cali,32,26,6
1998-01-10,27,Allure Featuring 112,All Cried Out,21,4,20
1998-01-10,28,Total,What About Us,27,16,20
1998-01-10,29,Jewel,Foolish Games/You Were Meant For Me,26,2,59
1998-01-10,30,Backstreet Boys,Quit Playing Games (With My Heart),29,2,29
1998-01-10,31,Third Eye Blind,Semi-Charmed Life,28,4,28
1998-01-10,32,Nu Flavor,Heaven,33,32,14
1998-01-10,33,Fiona Apple,Criminal,31,21,15
1998-01-10,34,Bone Thugs-N-Harmony,If I Could Teach The World,37,27,13
1998-01-10,35,Metallica,The Memory Remains,38,28,7
1998-01-10,36,The Notorious B.I.G. Featuring Puff Daddy & Mase,Mo Money Mo Problems,34,1,24
1998-01-10,37,Mariah Carey,Honey,40,1,18
1998-01-10,38,Sister Hazel,All For You,35,11,27
1998-01-10,39,She Moves,Breaking All The Rules,36,32,10
