date,this_week,artist,song,last_week,peak_position,weeks_on_chart
1987-01-03,1,Janet Jackson,Control (Remix),1,1,7
1987-01-03,2,Kraftwerk,Musique Non Stop,2,2,8
1987-01-03,3,Sylvester,Someone Like You,3,3,6
1987-01-03,4,New Order,Bizarre Love Triangle (Remix)/State Of The Nation (Remix),4,4,8
1987-01-03,5,James 'D-Train' Williams,Misunderstanding,5,5,8
1987-01-03,6,Dead Or Alive,Brand New Lover,6,1,11
1987-01-03,7,Expose,Come Go With Me,7,7,4
1987-01-03,8,The Pointer Sisters,Goldmine (Remix)/Sexual Power,8,7,8
1987-01-03,9,New Edition,Once In A Lifetime Groove (Remix),9,9,6
1987-01-03,10,Wang Chung,Everybody Have Fun Tonight (Remix),10,4,9
1987-01-03,11,Grace Jones,I'm Not Perfect (But I'm Perfect For You) (Remix),11,11,6
1987-01-03,12,Mel & Kim,Showing Out (Get Fresh At The Weekend)/System,12,12,5
1987-01-03,13,Jesse Johnson (Featuring Sly Stone),Crazay (Remix),13,12,5
1987-01-03,14,Tia,Boy Toy (Remix),14,14,6
1987-01-03,15,Robbie Nevil,C'est La Vie (Remix),15,15,5
1987-01-03,16,Full Force,Unfaithful So Much (Remix),16,16,9
1987-01-03,17,Chico DeBarge,Talk To Me (Remix),17,11,11
1987-01-03,18,Stacey Q,We Connect (Remix),18,18,5
1987-01-03,19,Big Audio,C'mon Every Beatbox (Remix)/Badrock City,19,19,7
1987-01-03,20,Carolyn Harding,Memories,20,20,6
1987-01-03,21,General Public,Too Much Or Nothing (Remix),21,21,8
1987-01-03,22,Private Possession Featuring Hunter Hayes,This Time,22,22,8
1987-01-03,23,Jimmy Lifton,I'm A Man,23,23,9
1987-01-03,24,The Lover Speaks,Every Lover's Sign (Remix),24,6,8
1987-01-03,25,Nayobe,Good Things Come To Those Who Wait,25,25,5
1987-01-03,26,Janice Christie,Heat Stroke,26,26,6
1987-01-03,27,Brenda K. Starr,What You See Is What You Get (Remix),27,27,3
1987-01-03,28,TKA,Come Get My Love (Remix),28,28,3
1987-01-03,29,The Untouchables,Freak In The Street (Remix),29,29,7
1987-01-03,30,Princess,In The Heat Of A Passionate Moment (Remix),30,30,5
1987-01-03,31,Leah Landis,Boys (Remix),31,31,4
1987-01-03,32,Kim Wilde,Say You Really Want Me (Remix),32,32,4
1987-01-03,33,Fine Young Cannibals,Ever Fallen In Love (Remix),33,33,2
1987-01-03,34,The B-52s,Girl From Ipanema Goes To Greenland (Remix),34,34,3
1987-01-03,35,Kool & The Gang,Victory (Remix),35,35,6
1987-01-03,36,Madonna,Open Your Heart,36,36,2
1987-01-03,37,Belinda Carlisle Featuring Freda Payne,Band Of Gold (Remix),37,37,3
1987-01-03,38,Sparks,Fingertips (Remix)/The Scene (Remix),38,38,4
1987-01-03,39,Nu Shooz,Don't Let Me Be The One,39,39,4
1987-01-03,40,Pet Shop Boys,Disco (EP),40,40,2
1987-01-03,41,Jeff Lorber & Karyn White,Facts Of Love (Remix),41,9,10
1987-01-03,42,Duran Duran,Notorious (Remix),42,42,3
1987-01-03,43,Cyndi Lauper,Change Of Heart (Remix),43,43,2
1987-01-03,44,Run-D.M.C.,You Be Illin',44,44,2
1987-01-03,45,Calvin,Time Keeps Movin' On,45,37,7
1987-01-03,46,Samantha Fox,Touch Me (I Want Your Body),46,41,6
1987-01-03,47,Jaki Graham,Set Me Free (Remix),47,15,11
1987-01-03,48,The Belle Stars,World Domination (Remix),48,2,13
1987-01-03,49,Level 42,World Machine (Remix),49,49,2
1987-01-03,50,Ampersand,Traction,50,50,2
1987-01-03,51,C-Bank Featuring Diamond Eyes,I Won't Stop Loving You (Remix),51,51,
1987-01-03,52,Sofonda C,Pick It Up,52,52,
1987-01-03,53,Willie Colon,She Don't Know I'm Alive,53,53,
1987-01-03,54,The Clark Sisters,Time Out (Remix),54,54,
1987-01-03,55,Beastie Boys,It's The New Style/Paul Revere,55,55,
1987-01-03,56,Gene Loves Jezebel,Desire (Come And Get It) (Remix),56,56,
1987-01-10,1,Kraftwerk,Musique Non Stop,2,1,9
1987-01-10,2,Janet Jackson,Control (Remix),1,1,8
1987-01-10,3,Sylvester,Someone Like You,3,3,7
1987-01-10,4,Expose,Come Go With Me,7,4,5
1987-01-10,5,New Order,Bizarre Love Triangle (Remix)/State Of The Nation (Remix),4,4,9
1987-01-10,6,Grace Jones,I'm Not Perfect (But I'm Perfect For You) (Remix),11,6,7
1987-01-10,7,James 'D-Train' Williams,Misunderstanding,5,5,9
1987-01-10,8,The Pointer Sisters,Goldmine (Remix)/Sexual Power,8,7,9
1987-01-10,9,Mel & Kim,Showing Out (Get Fresh At The Weekend)/System,12,9,6
1987-01-10,10,New Edition,Once In A Lifetime Groove (Remix),9,9,7
1987-01-10,11,Robbie Nevil,C'est La Vie (Remix),15,11,6
1987-01-10,12,Jesse Johnson (Featuring Sly Stone),Crazay (Remix),13,12,6
1987-01-10,13,Tia,Boy Toy (Remix),14,13,7
1987-01-10,14,Stacey Q,We Connect (Remix),18,14,6
1987-01-10,15,Dead Or Alive,Brand New Lover,6,1,12
1987-01-10,16,Big Audio,C'mon Every Beatbox (Remix)/Badrock City,19,16,8
1987-01-10,17,Wang Chung,Everybody Have Fun Tonight (Remix),10,4,10
1987-01-10,18,Nayobe,Good Things Come To Those Who Wait,25,18,6
1987-01-10,19,Madonna,Open Your Heart,36,19,3
1987-01-10,20,TKA,Come Get My Love (Remix),28,20,4
1987-01-10,21,Brenda K. Starr,What You See Is What You Get (Remix),27,21,4
1987-01-10,22,Private Possession Featuring Hunter Hayes,This Time,22,22,9
1987-01-10,23,Carolyn Harding,Memories,20,20,7
1987-01-10,24,Full Force,Unfaithful So Much (Remix),16,16,10
1987-01-10,25,General Public,Too Much Or Nothing (Remix),21,21,9
1987-01-10,26,The B-52s,Girl From Ipanema Goes To Greenland (Remix),34,26,4
1987-01-10,27,Janice Christie,Heat Stroke,26,26,7
1987-01-10,28,The Untouchables,Freak In The Street (Remix),29,28,8
1987-01-10,29,Pet Shop Boys,Disco (EP),40,29,3
1987-01-10,30,Leah Landis,Boys (Remix),31,30,5
1987-01-10,31,Fine Young Cannibals,Ever Fallen In Love (Remix),33,31,3
1987-01-10,32,Kim Wilde,Say You Really Want Me (Remix),32,32,5
1987-01-10,33,Belinda Carlisle Featuring Freda Payne,Band Of Gold (Remix),37,33,4
1987-01-10,34,Cyndi Lauper,Change Of Heart (Remix),43,34,3
1987-01-10,35,Duran Duran,Notorious (Remix),42,35,4
1987-01-10,36,Princess,In The Heat Of A Passionate Moment (Remix),30,30,6
1987-01-10,37,Chico DeBarge,Talk To Me (Remix),17,11,12
1987-01-10,38,Level 42,World Machine (Remix),49,38,3
1987-01-10,39,Jimmy Lifton,I'm A Man,23,23,10
1987-01-10,40,The Lover Speaks,Every Lover's Sign (Remix),24,6,9
1987-01-10,41,Sparks,Fingertips (Remix)/The Scene (Remix),38,38,5
1987-01-10,42,Ampersand,Traction,50,42,3
1987-01-10,43,Nu Shooz,Don't Let Me Be The One,39,39,5
1987-01-10,44,Run-D.M.C.,You Be Illin',44,44,3
1987-01-10,45,Sofonda C,Pick It Up,52,45,1
1987-01-10,46,Cameo,Candy (Remix),,46,1
1987-01-10,47,Willie Colon,She Don't Know I'm Alive,53,47,1
1987-01-10,48,Heavy D & The Boyz,Mr. Big Stuff,,48,1
1987-01-10,49,Kool & The Gang,Victory (Remix),35,35,7
1987-01-10,50,The Venetians,So Much For Love (Remix),,50,1
1987-01-10,51,Five Star,If I Say Yes (Remix),,51,
1987-01-10,52,Stacy Lattisaw,Jump Into My Life (Remix),,52,
1987-01-10,53,The The,Infected (Remix),,53,
1987-01-10,54,The Art Of Noise,Legacy (Remix),,54,
1987-01-17,1,Sylvester,Someone Like You,3,1,8
1987-01-17,2,Expose,Come Go With Me,4,2,6
1987-01-17,3,Kraftwerk,Musique Non Stop,1,1,10
1987-01-17,4,Grace Jones,I'm Not Perfect (But I'm Perfect For You) (Remix),6,4,8
1987-01-17,5,Robbie Nevil,C'est La Vie (Remix),11,5,7
1987-01-17,6,Mel & Kim,Showing Out (Get Fresh At The Weekend)/System,9,6,7
1987-01-17,7,Janet Jackson,Control (Remix),2,1,9
1987-01-17,8,New Order,Bizarre Love Triangle (Remix)/State Of The Nation (Remix),5,4,10
1987-01-17,9,James 'D-Train' Williams,Misunderstanding,7,5,10
1987-01-17,10,Tia,Boy Toy (Remix),13,10,8
1987-01-17,11,New Edition,Once In A Lifetime Groove (Remix),10,9,8
1987-01-17,12,The Pointer Sisters,Goldmine (Remix)/Sexual Power,8,7,10
1987-01-17,13,Madonna,Open Your Heart,19,13,4
1987-01-17,14,Stacey Q,We Connect (Remix),14,14,7
1987-01-17,15,Jesse Johnson (Featuring Sly Stone),Crazay (Remix),12,12,7
1987-01-17,16,TKA,Come Get My Love (Remix),20,16,5
1987-01-17,17,Nayobe,Good Things Come To Those Who Wait,18,17,7
1987-01-17,18,Brenda K. Starr,What You See Is What You Get (Remix),21,18,5
1987-01-17,19,Cyndi Lauper,Change Of Heart (Remix),34,19,4
1987-01-17,20,Pet Shop Boys,Disco (EP),29,20,4
1987-01-17,21,The B-52s,Girl From Ipanema Goes To Greenland (Remix),26,21,5
1987-01-17,22,Fine Young Cannibals,Ever Fallen In Love (Remix),31,22,4
1987-01-17,23,Big Audio,C'mon Every Beatbox (Remix)/Badrock City,16,16,9
1987-01-17,24,Private Possession Featuring Hunter Hayes,This Time,22,22,10
1987-01-17,25,Carolyn Harding,Memories,23,20,8
1987-01-17,26,Belinda Carlisle Featuring Freda Payne,Band Of Gold (Remix),33,26,5
1987-01-17,27,Sofonda C,Pick It Up,45,27,2
1987-01-17,28,Janice Christie,Heat Stroke,27,26,8
1987-01-17,29,Leah Landis,Boys (Remix),30,29,6
1987-01-17,30,Level 42,World Machine (Remix),38,30,4
1987-01-17,31,Duran Duran,Notorious (Remix),35,31,5
1987-01-17,32,Kim Wilde,Say You Really Want Me (Remix),32,32,6
1987-01-17,33,Dead Or Alive,Brand New Lover,15,1,13
1987-01-17,34,General Public,Too Much Or Nothing (Remix),25,21,10
1987-01-17,35,Ampersand,Traction,42,35,4
1987-01-17,36,The Untouchables,Freak In The Street (Remix),28,28,9
1987-01-17,37,Willie Colon,She Don't Know I'm Alive,47,37,2
1987-01-17,38,Cameo,Candy (Remix),46,38,2
1987-01-17,39,Wang Chung,Everybody Have Fun Tonight (Remix),17,4,11
1987-01-17,40,Stacy Lattisaw,Jump Into My Life (Remix),52,40,1
1987-01-17,41,Full Force,Unfaithful So Much (Remix),24,16,11
1987-01-17,42,Eastbound Expressway,Knock Me Senseless,,42,1
1987-01-17,43,Gene Loves Jezebel,Desire (Come And Get It) (Remix),,43,1
1987-01-17,44,Run-D.M.C.,You Be Illin',44,44,4
1987-01-17,45,C-Bank Featuring Diamond Eyes,I Won't Stop Loving You (Remix),,45,1
1987-01-17,46,Princess,In The Heat Of A Passionate Moment (Remix),36,30,7
1987-01-17,47,Five Star,If I Say Yes (Remix),51,47,1
1987-01-17,48,The Venetians,So Much For Love (Remix),50,48,2
1987-01-17,49,Wally Jump Jr./Criminal Element,Turn Me Loose,,49,1
1987-01-17,50,The Cover Girls,Show Me (Remix),,50,1
1987-01-17,51,Paul Parker,One Look (One Look Was Enough),,51,
1987-01-17,52,Aretha Franklin,Jimmy Lee (Remix),,52,
1987-01-17,53,Bananarama,A Trick Of The Night (Remix),,53,
1987-01-17,55,Luther Vandross,Stop To Love (Remix),,55,
1987-01-17,57,Master C&J,Face It,,57,
1987-01-24,1,Expose,Come Go With Me,2,1,7
1987-01-24,2,Sylvester,Someone Like You,1,1,9
1987-01-24,3,Robbie Nevil,C'est La Vie (Remix),5,3,8
1987-01-24,4,Mel & Kim,Showing Out (Get Fresh At The Weekend)/System,6,4,8
1987-01-24,5,Grace Jones,I'm Not Perfect (But I'm Perfect For You) (Remix),4,4,9
1987-01-24,6,Madonna,Open Your Heart,13,6,5
1987-01-24,7,Tia,Boy Toy (Remix),10,7,9
1987-01-24,8,Kraftwerk,Musique Non Stop,3,1,11
1987-01-24,9,TKA,Come Get My Love (Remix),16,9,6
1987-01-24,10,Brenda K. Starr,What You See Is What You Get (Remix),18,10,6
1987-01-24,11,Cyndi Lauper,Change Of Heart (Remix),19,11,5
1987-01-24,12,Pet Shop Boys,Disco (EP),20,12,5
