date,this_week,artist,song,last_week,peak_position,weeks_on_chart
1981-01-03,1,Kool & The Gang,Celebration / Take It To The Top,1,1,9
1981-01-03,2,Kano,It's A War / Ahjia,2,2,13
1981-01-03,3,The Jacksons,Lovely One/Can You Feel It/Walk Right Now,3,1,12
1981-01-03,4,L.A.X.,ALL MY LOVE,4,4,10
1981-01-03,5,Viola Wills,If You Could Read My Mind,5,2,18
1981-01-03,6,Prince,Uptown / Dirty Mind / Head,6,6,10
1981-01-03,7,Patrice Rushen,LOOK UP/NEVER GONNA GIVE YOU UP,7,7,7
1981-01-03,8,People's Choice,YOU OUGHT TO BE DANCIN',8,8,7
1981-01-03,9,Melody Stewart,"ACTION SATISFACTION/GET DOWN,GET DOWN",9,9,9
1981-01-03,10,The Police,"Voices Inside My Head / When The World Is Running Down, You Make The Best O",10,10,6
1981-01-03,11,Lipps Inc.,HOW LONG/TIGHT PAIR,11,4,12
1981-01-03,12,Fantasy,You're Too Late,12,12,3
1981-01-03,13,Linda Clifford,SHOOT YOUR BEST SHOT/IT DON't HURT NO MORE,13,1,13
1981-01-03,14,Stevie Wonder,Master Blaster (Jammin'),14,10,10
1981-01-03,15,Carrie Lucas,Keep Smilin' / It's Not What You Got (It's How You Use It) / Career Girl,15,10,24
1981-01-03,16,Donna Summer,THE WANDERER/ALL CUTS,16,8,14
1981-01-03,17,LaToya Jackson,If You Feel The Funk,17,17,9
1981-01-03,18,Mouzon's Electric Band,EVERYBODY GET DOWN,18,16,11
1981-01-03,19,Belinda West,SEABISCUIT IN THE FIFTH,19,14,10
1981-01-03,20,Harlow,Take Off (Satisfaction Guaranteed),20,20,5
1981-01-03,21,Unlimited Touch,I Hear Music In The Streets,21,21,4
1981-01-03,22,The Reddings,Remote Control,22,22,7
1981-01-03,23,David Bowie,Ashes To Ashes / Fashion,23,21,12
1981-01-03,24,Quinella,Your Place Or Mine,24,24,6
1981-01-03,25,Madleen Kane,CHERCHEZ PAS/BOOGIE TALK,25,9,17
1981-01-03,26,Rod Stewart,Passion,26,26,3
1981-01-03,27,Talking Heads,CROSS EYED AND PAINLESS/BORN UNDER PUNCHES/ONCE IN,27,20,10
1981-01-03,28,Seawind,What Cha Doin',28,28,8
1981-01-03,29,The B-52s,PRIVATE IDAHO/GIVE ME BACK MY MAN/PARTY OUT OF BOU,29,5,18
1981-01-03,30,Robert Palmer,Johnny And Mary / Looking For Clues,30,30,4
1981-01-03,31,Geraldine Hunt,Can't Fake The Feeling,31,1,22
1981-01-03,32,Jimmy 'Bo' Horne,IS IT IN,32,32,5
1981-01-03,33,Slave,WATCHING YOU/FEEL MY LOVE,33,33,4
1981-01-03,34,Instant Funk,Everybody / Funk-N-Roll / The Funk Is On,34,22,8
1981-01-03,35,Teena Marie,I Need Your Lovin'/Chains,35,2,15
1981-01-03,36,Passengers,HOT LEATHER,36,27,14
1981-01-03,37,Vivien Vee,GIVE ME A BREAK/REMEMBER,37,37,4
1981-01-03,38,Generation X,Dancing With Myself,38,38,4
1981-01-03,39,Orchestral Manoeuvres In The Dark,ENOLA GAY,39,39,5
1981-01-03,40,Devo,Whip It / Gates Of Steel / Freedom Of Choice,40,8,26
1981-01-03,41,Lakeside,Fantastic Voyage / Can't Get You Out Of My Head,41,41,4
1981-01-03,42,Narada Michael Walden,The Real Thang / I Want You,42,25,9
1981-01-03,43,Frankie Valli,Heaven Above Me / Soul / Let It Be Whatever It Is,43,43,2
1981-01-03,44,Kelly Marie,Feels Like I'm In Love / Loving Just For Fun,44,42,4
1981-01-03,45,Skyy,Here's To You,45,45,4
1981-01-03,46,Killing Joke,CHANGE/REQUIEM,46,43,4
1981-01-03,47,Sylvester,I Need You/Sell My Soul/Fever,47,6,15
1981-01-03,48,Salazar,LET's HANG ON,48,48,2
1981-01-03,49,Sugarhill Gang,8TH WONDER,49,49,2
1981-01-03,50,Psychedelic Furs,INDIA/PULSE/WE LOVE YOU/FLOWERS,50,36,7
