date,this_week,artist,song,last_week,peak_position,weeks_on_chart
1990-01-06,1,Janet Jackson,Rhythm Nation,1,1,9
1990-01-06,2,Seduction,Two To Make It Right,2,2,7
1990-01-06,3,Grace Jones,Love On Top Of Love-Killer Kiss,3,1,10
1990-01-06,4,Doug Lazy,Let The Rhythm Pump,4,4,7
1990-01-06,5,D-Mob,C'mon And Get My Love,5,5,8
1990-01-06,6,Dead Or Alive,Baby Don't Say Goodbye,6,6,7
1990-01-06,7,Ruby Turner,It's Gonna Be Alright,7,7,8
1990-01-06,8,Mr. Lee,Get Busy,8,2,11
1990-01-06,9,Double The Trouble & The Rebel MC,Just Keep Rockin',9,9,7
1990-01-06,10,Taylor Dayne,With Every Beat Of My Heart,10,8,9
1990-01-06,11,The Chimes,1-2-3/Underestimate,11,11,5
1990-01-06,12,Michel'le,No More Lies,12,12,6
1990-01-06,13,Fine Young Cannibals,I'm Not The Man I Used To Be,13,13,5
1990-01-06,14,Kyze,Stomp (Move Jump Jack Your Body),14,14,6
1990-01-06,15,Twin Hype,For Those Who Like To Groove,15,15,4
1990-01-06,16,101,Rock To The Beat/Move Your Body,16,16,6
1990-01-06,17,Sybil,Walk On By,17,17,3
1990-01-06,18,Quincy Jones Featuring Ray Charles & Chaka Khan,I'll Be Good To You,18,18,4
1990-01-06,19,Nine Inch Nails,Down In It,19,16,9
1990-01-06,20,Erasure,"Drama!/Sweet,Sweet Baby",20,10,9
1990-01-06,21,Tyree Featuring J.M.D.,Move Your Body,21,21,6
1990-01-06,22,"Steve ""Silk"" Hurley Featuring Jamie Principle",Cold World,22,22,5
1990-01-06,23,India,Right From The Start,23,23,3
1990-01-06,24,Sueno Latino Featuring Carolina Damas,Sueno Latino,24,24,3
1990-01-06,25,Home Boys Only,Turn It Out,25,7,10
1990-01-06,26,Cindy Valentine,Pick Up The Pieces (To My Heart),26,11,12
1990-01-06,27,Big Audio,Contact/In Full Effect,27,27,3
1990-01-06,28,Jomanda,Don't You Want My Love,28,28,3
1990-01-06,29,Rob Base,Turn It Out (Go Base),29,29,3
1990-01-06,30,Urohauz,Nothing Changes,30,30,3
1990-01-06,31,The Cure,Lullaby,31,31,3
1990-01-06,32,Soul II Soul,Jazzie's Groove,32,32,2
1990-01-06,33,Real Life,Let's Fall In Love/Bleeding Babies,33,21,7
1990-01-06,34,Jungle Crew,Elektric Dance,34,33,6
1990-01-06,35,Technotronic Featuring Felly,Pump Up The Jam,35,1,15
1990-01-06,36,Thompson Twins,Sugar Daddy,36,2,12
1990-01-06,37,Redhead Kingpin & The F.B.I.,Pump It Hottie,37,37,5
1990-01-06,38,Eileen Flores,Touch Me With Your Heart,38,38,3
1990-01-06,39,Electribe 101,Tell Me When The Fever Ended,39,39,4
1990-01-06,40,Dave Tech Nice,Nasty,40,29,6
1990-01-06,41,Inner City,Whatcha Gonna Do With My Lovin',41,41,2
1990-01-06,42,Lattanzi,Is That What You Call Love,42,42,5
1990-01-06,43,Public Image Ltd.,Warrior/Happy,43,16,9
1990-01-06,44,Keith Thompson,Can't Take It,44,44,2
1990-01-06,45,Fast Eddie,Git On Up,45,1,14
1990-01-06,46,Coldcut,Stop This Crazy Thing (Remix),46,46,2
1990-01-06,47,Heavy D & The Boyz,Somebody For Me,47,7,12
1990-01-06,48,Alternations,Feel It For You,48,48,2
1990-01-06,49,Paula Abdul (Duet With The Wild Pair),Opposites Attract,49,49,2
1990-01-06,50,Major Weeks,Don't Give Up,50,50,2
1990-01-06,51,Tina Turner,Steamy Windows,51,51,
1990-01-06,52,Arthur Baker with Al Green,The Message Is Love,52,52,
1990-01-06,53,Technotronic,Pump Up The Jam (LP Cuts),53,53,
