date,this_week,artist,song,last_week,peak_position,weeks_on_chart
1982-01-02,1,Madleen Kane,YOU CAN/FIRE IN MY HEART,1,1,10
1982-01-02,2,Tom Tom Club,WORDY RAPPINHOOD/GENIUS OF LOVE,2,2,15
1982-01-02,3,"Earth, Wind & Fire",Let's Groove / I've Had Enough,3,3,10
1982-01-02,4,Prince,Controversy / Let's Work,4,1,13
1982-01-02,5,Modern Romance,Can You Move/Bring On The Funkateers,5,2,11
1982-01-02,6,Weeks And Co.,ROCK YOUR WORLD,6,6,8
1982-01-02,7,Gayle Adams,Love Fever,7,7,7
1982-01-02,8,Daryl Hall John Oates,I Can't Go For That (No Can Do),8,8,5
1982-01-02,9,Northend,Happy Days / Tee's Happy,9,9,10
1982-01-02,10,Skyy,Call Me / When You Touch Me,10,10,7
1982-01-02,11,Rose Royce,R.R.EXPRESS,11,8,9
1982-01-02,12,Soft Cell,TAINTED LOVE/WHERE DID OUR LOVE GO,12,12,17
1982-01-02,13,Melba Moore,Take My Love / Let's Stand Together,13,12,12
1982-01-02,14,Jeanette Lady Day,COME LET ME LOVE YOU,14,14,6
1982-01-02,15,Tracy Weber,SURE SHOT,15,15,4
1982-01-02,16,Kool & The Gang,TAKE MY HEART/STEPPIN' OUT,16,16,9
1982-01-02,17,Central Line,Walking Into Sunshine / Don't Tell Me / I Need Your Love,17,5,14
1982-01-02,18,Billy Idol,Mony Mony / Baby Talk,18,7,14
1982-01-02,19,The Isley Brothers,INSIDE YOU,19,18,9
1982-01-02,20,Debra Dejean,ARE YOU LOVIN' SOMEBODY/YOU REALLY GOT A HOLD ON M,20,20,5
1982-01-02,21,Diana Ross,MIRROR MIRROR/WORK THAT BODY,21,21,5
1982-01-02,22,Paulette Reaves,DO IT AGAIN,22,22,7
1982-01-02,23,A Flock Of Seagulls,TELECOMMUNICATIONS/MODERN LOVE IS AUTOMATIC,23,19,8
1982-01-02,24,Karen Silver,NOBODY ELSE,24,15,9
1982-01-02,25,Brooklyn Express,SIXTY-NINE,25,25,4
1982-01-02,26,Olivia Newton-John,PHYSICAL,26,26,4
1982-01-02,27,Heaven 17,PLAY TO WIN/PENTHOUSE AND PAVEMENT,27,19,11
1982-01-02,28,Kano,Can't Hold Back (Your Loving),28,28,4
1982-01-02,29,D Train,You're The One For Me,29,29,2
1982-01-02,30,Patti Austin,Do You Love Me? / The Genie,30,1,18
1982-01-02,31,The Time,Get It Up / Cool,31,16,18
1982-01-02,32,Devo,JERKIN' BACK 'N' FORTH/THROUGH BEING COOL,32,32,11
1982-01-02,33,Ian Dury,Spasticus (Autisticus) / Trust Is A Must,33,32,7
1982-01-02,34,Ann Margaret,EVERYBODY NEEDS SOMEBODY SOMETIMES,34,22,13
1982-01-02,35,Pete Shelley,HOMOSAPIEN,35,14,12
1982-01-02,36,Omni,OUT OF MY HANDS(LOVE's TAKEN OVER),36,21,14
1982-01-02,37,Mary Wells,Gigolo,37,37,3
1982-01-02,38,Patrick Cowley,MENERGY/I WANNA TAKE YOU HOME,38,1,18
1982-01-02,39,"Lipps, Inc.",Hold Me Down / Designer Music,39,39,3
1982-01-02,40,Bad Girls,Too Through,40,40,4
1982-01-02,41,Take Five,B.Y.O.B. (Bring Your Own Body),41,41,4
1982-01-02,42,Aneka,JAPANESE BOY,42,42,2
1982-01-02,43,Depeche Mode,Just Can't Get Enough/No Disco,43,43,5
1982-01-02,44,Gwen McCrae,Funky Sensation / Have A Good Time / Poyson,44,15,13
1982-01-02,45,Gladys Knight And The Pips,I Will Fight,45,35,8
1982-01-02,46,Suzi Q,With Your Love / Tonight,46,46,2
1982-01-02,47,Patrick Cowley,MEGATRON MAN/GET A LITTLE,47,47,2
1982-01-02,48,Phyllis Hyman,Tonight You And Me,48,30,8
1982-01-02,49,Dolly Dots,P.S.,49,49,2
1982-01-02,50,Go-Go's,Our Lips Are Sealed,50,10,22
1982-01-02,51,Phylis Nelson,DON't STOP THE TRAIN,51,20,19
1982-01-02,52,Taana Gardner,NO FRILLS,52,52,
1982-01-02,53,Syreeta,Quick Slick / Out Of The Box / Can't Shake Your Love,53,53,
1982-01-02,54,Letta Mbulu,KILIMANJARO,54,54,
1982-01-02,55,LTD,KICKIN' BACK,55,55,
1982-01-02,56,Jerry Carr,This Must Be Heaven,56,56,
1982-01-02,57,Yvonne Gage,GARDEN OF EVE,57,57,
1982-01-02,58,Pete Shelley,I Don't Know What It Is/Homosapien,58,58,
1982-01-02,59,The Human League,Don't You Want Me,59,40,3
1982-01-02,60,Conquest,GIVE IT TO ME,60,15,8
1982-01-02,61,The Clash,THIS IS RADIO CLASH,61,61,
1982-01-02,62,Barkays,Hit And Run,62,62,
1982-01-02,63,George Benson,TURN YOUR LOVE AROUND,63,63,
1982-01-02,64,Haircut One Hundred,FAVORITE SHIRT/BOY MEETS GIRL,64,64,
1982-01-02,65,Mike And Brenda Sutton,We'll Make It,65,65,
1982-01-02,66,Brandi Wells,WATCH OUT,66,66,
1982-01-02,67,The Cars,SHAKE IT UP/CRUISER,67,67,
1982-01-02,68,Pure Energy,YOU GOT THE POWER,68,68,
1982-01-02,69,Sugarhill Gang,APACHE,69,69,
1982-01-02,70,Vicky D,This Beat Is Mine,70,70,
1982-01-02,71,Josie Cotton,Johnny Are You Queer? / (Let's Do) The Black-Out,71,71,
1982-01-02,72,Bohannon,LET's START THE DANCE,72,5,29
1982-01-02,73,Slave,Snap Shot / Party Lites / Wait For Me,73,21,8
1982-01-02,74,The Rolling Stones,Start Me Up,74,14,12
1982-01-02,75,Thelma Houston,96 Tears,75,22,8
1982-01-02,76,Rod Stewart,Young Turks,76,63,
1982-01-02,77,Patti LaBelle,THE SPIRIT's IN IT,77,49,2
1982-01-02,78,Rufus And Chaka Khan,Better Together/Secret Friend/Music Man (The D.J. Song),78,56,
1982-01-02,79,Bow Wow Wow,CHIHUAHUA,79,48,1
1982-01-02,80,Pigbag,Sunny Day,80,61,
1982-01-09,1,Madleen Kane,YOU CAN/FIRE IN MY HEART,1,1,11
1982-01-09,2,Tom Tom Club,WORDY RAPPINHOOD/GENIUS OF LOVE,2,2,16
1982-01-09,3,"Earth, Wind & Fire",Let's Groove / I've Had Enough,3,3,11
1982-01-09,4,Daryl Hall John Oates,I Can't Go For That (No Can Do),8,4,6
1982-01-09,5,Skyy,Call Me / When You Touch Me,10,5,8
1982-01-09,6,Gayle Adams,Love Fever,7,6,8
1982-01-09,7,Weeks And Co.,ROCK YOUR WORLD,6,6,9
1982-01-09,8,Prince,Controversy / Let's Work,4,1,14
1982-01-09,9,Modern Romance,Can You Move/Bring On The Funkateers,5,2,12
1982-01-09,10,Soft Cell,TAINTED LOVE/WHERE DID OUR LOVE GO,12,10,18
1982-01-09,11,Tracy Weber,SURE SHOT,15,11,5
1982-01-09,12,Rose Royce,R.R.EXPRESS,11,8,10
1982-01-09,13,Jeanette Lady Day,COME LET ME LOVE YOU,14,13,7
1982-01-09,14,Melba Moore,Take My Love / Let's Stand Together,13,12,13
1982-01-09,15,Northend,Happy Days / Tee's Happy,9,9,11
1982-01-09,16,Debra Dejean,ARE YOU LOVIN' SOMEBODY/YOU REALLY GOT A HOLD ON M,20,16,6
1982-01-09,17,Brooklyn Express,SIXTY-NINE,25,17,5
1982-01-09,18,Kool & The Gang,TAKE MY HEART/STEPPIN' OUT,16,16,10
1982-01-09,19,D Train,You're The One For Me,29,19,3
1982-01-09,20,Diana Ross,MIRROR MIRROR/WORK THAT BODY,21,20,6
1982-01-09,21,Kano,Can't Hold Back (Your Loving),28,21,5
1982-01-09,22,Olivia Newton-John,PHYSICAL,26,22,5
1982-01-09,23,Central Line,Walking Into Sunshine / Don't Tell Me / I Need Your Love,17,5,15
1982-01-09,24,Karen Silver,NOBODY ELSE,24,15,10
1982-01-09,25,Heaven 17,PLAY TO WIN/PENTHOUSE AND PAVEMENT,27,19,12
1982-01-09,26,The Time,Get It Up / Cool,31,16,19
1982-01-09,27,"Lipps, Inc.",Hold Me Down / Designer Music,39,27,4
1982-01-09,28,Billy Idol,Mony Mony / Baby Talk,18,7,15
1982-01-09,29,A Flock Of Seagulls,TELECOMMUNICATIONS/MODERN LOVE IS AUTOMATIC,23,19,9
1982-01-09,30,Mary Wells,Gigolo,37,30,4
1982-01-09,31,Aneka,JAPANESE BOY,42,31,3
1982-01-09,32,Devo,JERKIN' BACK 'N' FORTH/THROUGH BEING COOL,32,32,12
1982-01-09,33,Paulette Reaves,DO IT AGAIN,22,22,8
1982-01-09,34,Patrick Cowley,MEGATRON MAN/GET A LITTLE,47,34,3
1982-01-09,35,Suzi Q,With Your Love / Tonight,46,35,3
1982-01-09,36,LTD,KICKIN' BACK,55,36,1
1982-01-09,37,Syreeta,Quick Slick / Out Of The Box / Can't Shake Your Love,53,37,1
1982-01-09,38,Depeche Mode,Just Can't Get Enough/No Disco,43,38,6
1982-01-09,39,Brandi Wells,WATCH OUT,66,39,1
1982-01-09,40,George Benson,TURN YOUR LOVE AROUND,63,40,1
1982-01-09,41,The Isley Brothers,INSIDE YOU,19,18,10
1982-01-09,42,Ian Dury,Spasticus (Autisticus) / Trust Is A Must,33,32,8
1982-01-09,43,Pete Shelley,I Don't Know What It Is/Homosapien,58,43,1
1982-01-09,44,Take Five,B.Y.O.B. (Bring Your Own Body),41,41,5
1982-01-09,45,Pete Shelley,HOMOSAPIEN,35,14,13
1982-01-09,46,Vicky D,This Beat Is Mine,70,46,1
1982-01-09,47,Bad Girls,Too Through,40,40,5
1982-01-09,48,Patrick Cowley,MENERGY/I WANNA TAKE YOU HOME,38,1,19
1982-01-09,49,Dolly Dots,P.S.,49,49,3
1982-01-09,50,Yvonne Gage,GARDEN OF EVE,57,50,1
1982-01-09,51,Ann Margaret,EVERYBODY NEEDS SOMEBODY SOMETIMES,34,22,13
1982-01-09,52,The Clash,THIS IS RADIO CLASH,61,52,
